Origin,Destination,OriginCity,DestinationCity,Passengers,Seats,Flights,Distance,FlyDate,OriginPopulation,DestinationPopulation
CVG,BUF,Cincinnati-OH,Buffalo-NY,377,490,7,410,200606,2122711,1130913
FSD,FAR,Sioux Falls-SD,Fargo-ND,1312,3052,28,230,199002,154046,153686
EKO,YKM,Elko-NV,Yakima-WA,102,124,1,462,199407,41668,208388
STL,BOS,St. Louis-MO,Boston-MA,49,68,1,1046,199406,2624554,8293684
GSO,BUF,Greensboro-NC,Buffalo-NY,0,151,1,477,199108,548939,1191010
ORD,DFW,Chicago-IL,Dallas-TX,3256,3906,36,802,200507,18724160,11632814
ORD,ATL,Chicago-IL,Atlanta-GA,14231,15908,164,606,199703,17405264,3756986
ATL,OMA,Atlanta-GA,Omaha-NE,3156,4493,31,821,199403,3444861,709260
CLE,ORD,Cleveland-OH,Chicago-IL,345,500,5,316,199605,2130821,17287860
DTW,EWR,Detroit-MI,Newark-NJ,2718,4625,37,487,200110,8958464,18490029
EWR,ORD,Newark-NJ,Chicago-IL,13350,17264,166,719,200006,18352743,18235464
PHX,TUS,Phoenix-AZ,Tucson-AZ,2120,8760,60,110,199106,2302011,676729
DCA,ATL,Washington-DC,Atlanta-GA,12387,22350,150,547,199812,9079986,3872031
CHS,ATL,Charleston-SC,Atlanta-GA,2777,3040,61,259,200211,566543,4555490
ORD,ATL,Chicago-IL,Atlanta-GA,0,0,2,606,200606,18797710,5119641
MSY,DFW,New Orleans-LA,Dallas-TX,0,162,1,448,200911,1189981,12895230
PHL,BUF,Philadelphia-PA,Buffalo-NY,98,120,1,279,200109,11445082,1163528
ATL,EWR,Atlanta-GA,Newark-NJ,21231,33408,261,745,199905,3988728,17431724
ELP,SLN,El Paso-TX,Salina-KS,0,0,1,689,200806,738416,60102
IAD,TPA,Washington-DC,Tampa-FL,2137,3288,24,810,200701,10626066,2711222
SBN,YIP,South Bend-IN,Detroit-MI,0,0,1,148,200510,315730,8988796
EWR,ATL,Newark-NJ,Atlanta-GA,10190,13689,117,745,200305,18671320,4673146
DAY,ORD,Dayton-OH,Chicago-IL,7254,18312,168,240,199004,844660,16395048
SAN,EWR,San Diego-CA,Newark-NJ,15858,18425,121,2425,200607,2947222,18825633
MCI,TUL,Kansas City-MO,Tulsa-OK,0,0,1,223,200809,2046083,916037
ABQ,DFW,Albuquerque-NM,Dallas-TX,20531,29315,211,569,199506,671859,8787062
BWI,AUS,Baltimore-MD,Austin-TX,527,548,4,1342,200212,2600580,1353176
LGA,TPA,New York-NY,Tampa-FL,2563,2760,23,1011,200001,36705486,2404273
DCA,ATL,Washington-DC,Atlanta-GA,2015,2682,18,547,199508,8757652,3548667
AUS,ATL,Austin-TX,Atlanta-GA,316,1500,30,813,200301,1382693,4673146
ILN,DTW,Wilmington-OH,Detroit-MI,0,0,18,189,200410,41798,8996622
ORD,MIA,Chicago-IL,Miami-FL,0,0,1,1197,199202,16720340,8451688
BDL,MDW,Hartford-CT,Chicago-IL,200,366,3,777,200812,1191170,19031272
SEA,MIA,Seattle-WA,Miami-FL,41,213,1,2724,199507,5551884,8913928
CLE,EWR,Cleveland-OH,Newark-NJ,2044,3185,30,404,199208,2122597,16930924
SMF,RNO,Sacramento-CA,Reno-NV,33,137,1,113,200303,1967052,374743
MSO,HLN,Missoula-MT,Helena-MT,37,133,7,102,200803,107552,72444
BOS,MIA,Boston-MA,Miami-FL,4456,5797,31,1258,199003,8269386,8149380
AGS,ATL,Augusta-GA,Atlanta-GA,48,50,1,143,200305,509465,4673146
CVG,AUS,Cincinnati-OH,Austin-TX,46,50,1,958,200809,2158643,1654100
PHL,DTW,Philadelphia-PA,Detroit-MI,3794,8030,55,453,199303,10961072,8711888
SYR,DTW,Syracuse-NY,Detroit-MI,4193,7700,77,374,199004,661505,8503650
ATL,DTW,Atlanta-GA,Detroit-MI,548,745,5,594,199307,3339551,8711888
BWI,TPA,Baltimore-MD,Tampa-FL,7338,11680,80,842,199310,2440119,2132804
DCA,DAY,Washington-DC,Dayton-OH,2348,3190,29,391,199408,8673930,859147
BWI,TPA,Baltimore-MD,Tampa-FL,9845,17399,127,842,200712,2669702,2711222
TUL,DAL,Tulsa-OK,Dallas-TX,7431,13436,110,237,199208,782591,8314270
BWI,ALB,Baltimore-MD,Albany-NY,17956,21920,160,288,200308,2621815,839741
CLT,DFW,Charlotte-NC,Dallas-TX,3854,8322,57,937,199308,1086132,8450926
SFO,ORD,San Francisco-CA,Chicago-IL,3161,4656,24,1846,199102,7498756,16550288
ORD,EWR,Chicago-IL,Newark-NJ,4991,8550,57,719,199112,16550288,16874842
STL,OMA,St. Louis-MO,Omaha-NE,2910,6768,51,342,199509,2634959,717557
PIT,AOO,Pittsburgh-PA,Altoona-PA,56,68,2,102,200608,2361482,126008
ELP,AUS,El Paso-TX,Austin-TX,3064,5343,39,525,199202,624906,901055
RDU,ORD,Raleigh-NC,Chicago-IL,794,1260,10,647,199509,650034,17155070
BWI,BOS,Baltimore-MD,Boston-MA,1876,3944,28,370,199904,2491254,8550938
BOS,ALB,Boston-MA,Albany-NY,36,139,1,145,199602,8407438,825245
BNA,ORD,Nashville-TN,Chicago-IL,78,129,1,409,200011,1317580,18235464
DTW,BOS,Detroit-MI,Boston-MA,75,150,1,632,199004,8503650,8269386
SNA,AUS,Santa Ana-CA,Austin-TX,101,104,1,1205,200311,12717433,1382693
CRP,DFW,Corpus Christi-TX,Dallas-TX,1367,4440,89,354,200309,403458,11164066
LAX,DFW,Los Angeles-CA,Dallas-TX,23425,25752,174,1235,200807,25536790,12602170
LAN,DTW,Lansing-MI,Detroit-MI,347,440,4,74,200511,456491,8988796
ICT,DAL,Wichita-KS,Dallas-TX,42,50,1,333,200605,588228,11998822
STL,EWR,St. Louis-MO,Newark-NJ,1213,1950,39,872,200005,2701634,18352743
SNA,RNO,Santa Ana-CA,Reno-NV,2573,3720,30,415,200606,12713660,402383
IND,FNT,Indianapolis-IN,Flint-MI,0,0,14,260,200602,1671898,437395
MOB,DFW,Mobile-AL,Dallas-TX,2084,4023,27,540,200101,400094,10709246
CHA,ATL,Chattanooga-TN,Atlanta-GA,1887,2940,62,106,200312,492354,4673146
PIA,ORD,Peoria-IL,Chicago-IL,915,1276,29,130,200503,367334,18724160
IAD,BOS,Washington-DC,Boston-MA,6921,7900,158,413,200704,10626066,9007842
GTR,ATL,Columbus-MS,Atlanta-GA,3169,5190,173,241,199705,61254,3756986
LGA,DFW,New York-NY,Dallas-TX,13055,16156,119,1389,200505,37596228,11632814
RIC,ATL,Richmond-VA,Atlanta-GA,4541,9624,89,481,199808,1046355,3872031
MCO,ORD,Orlando-FL,Chicago-IL,3484,4588,31,1005,199203,1303224,16720340
ATL,DFW,Atlanta-GA,Dallas-TX,6003,10556,58,732,199211,3245141,8314270
PBI,ATL,West Palm Beach-FL,Atlanta-GA,4188,8280,60,545,199312,4286215,3339551
FLL,ATL,Fort Lauderdale-FL,Atlanta-GA,14328,21730,205,581,200112,5120256,4432950
IND,FNT,Indianapolis-IN,Flint-MI,0,0,17,260,200410,1622935,439880
FDY,TOL,Findlay-OH,Toledo-OH,0,0,1,40,200808,74367,673345
FLL,MIA,Fort Lauderdale-FL,Miami-FL,71,120,1,21,200506,5443159,10886318
DCA,DFW,Washington-DC,Dallas-TX,3439,4128,48,1192,200906,10952482,12895230
PHL,ATL,Philadelphia-PA,Atlanta-GA,3341,4444,44,665,199606,11007158,3652439
IAH,ACT,Houston-TX,Waco-TX,2004,3604,106,159,200704,5597674,228241
CVG,DTW,Cincinnati-OH,Detroit-MI,2076,4800,48,229,199303,1909662,8711888
DTW,BOS,Detroit-MI,Boston-MA,6548,8912,49,632,200808,8847562,9089410
CLT,ATL,Charlotte-NC,Atlanta-GA,13397,18900,150,227,200207,1406699,4555490
AUS,ORD,Austin-TX,Chicago-IL,279,312,3,972,200108,1324426,18385002
PHL,ATL,Philadelphia-PA,Atlanta-GA,4077,7106,39,665,199805,11020546,3872031
BNA,TUL,Nashville-TN,Tulsa-OK,1194,2112,66,515,200210,1363834,874815
JFK,TPA,New York-NY,Tampa-FL,7419,8946,63,1005,200908,38139592,2747272
LRD,DFW,Laredo-TX,Dallas-TX,2818,4216,124,396,199407,162834,8613622
BDL,ORD,Hartford-CT,Chicago-IL,2435,3528,29,783,200410,1175284,18664180
ANC,ORD,Anchorage-AK,Chicago-IL,0,0,13,2846,200508,351851,18724160
CLT,ALB,Charlotte-NC,Albany-NY,50,50,1,645,200502,1519448,846357
LAS,EUG,Las Vegas-NV,Eugene-OR,566,1224,12,699,200510,1708846,335242
HNL,EWR,Honolulu-HI,Newark-NJ,6068,6815,29,4962,200506,900340,18798114
IAH,EKO,Houston-TX,Elko-NV,54,120,1,1370,200505,5299567,45801
IND,ATL,Indianapolis-IN,Atlanta-GA,0,0,1,432,200301,1600165,4673146
PHL,BOS,Philadelphia-PA,Boston-MA,2525,8262,243,280,200001,11386550,8805222
MCO,BOS,Orlando-FL,Boston-MA,156,184,1,1121,200907,2082421,9177360
OGG,ITO,Kahului-HI,Hilo-HI,81,81,9,121,200701,141930,173190
ORD,DFW,Chicago-IL,Dallas-TX,0,0,5,802,200307,18572324,11164066
ATW,ORD,Appleton-WI,Chicago-IL,654,1400,28,160,200412,212167,18664180
PBI,ATL,West Palm Beach-FL,Atlanta-GA,7351,9464,38,545,200702,5465183,5267527
PDX,ORD,Portland-OR,Chicago-IL,6289,6480,54,1739,200506,2084053,18724160
PIT,TPA,Pittsburgh-PA,Tampa-FL,3608,4608,36,873,199308,2478989,2132804
GNV,TPA,Gainesville-FL,Tampa-FL,195,810,27,119,199703,210942,2225002
ORD,DAY,Chicago-IL,Dayton-OH,631,1064,10,240,200705,18903872,839563
GTF,BTM,Great Falls-MT,Butte-MT,0,0,22,119,200308,81065,33052
CRP,DAL,Corpus Christi-TX,Dallas-TX,138,488,4,352,200108,401280,10709246
TUL,DTW,Tulsa-OK,Detroit-MI,1324,2320,49,790,200502,881652,8988796
OKC,DFW,Oklahoma City-OK,Dallas-TX,81,104,1,175,200208,1120187,10953156
JFK,DTW,New York-NY,Detroit-MI,897,1500,30,508,199803,34683010,8944948
DFW,RNO,Dallas-TX,Reno-NV,6731,7616,56,1345,200602,11998822,402383
MHT,EWR,Manchester-NH,Newark-NJ,4232,5120,80,209,200003,382409,18352743
DCA,DTW,Washington-DC,Detroit-MI,4218,5428,30,405,200410,10317048,8996622
IND,ATL,Indianapolis-IN,Atlanta-GA,87,100,1,432,200507,1645027,4947012
AMA,DFW,Amarillo-TX,Dallas-TX,884,1630,25,313,200010,227117,10392376
DCA,DAY,Washington-DC,Dayton-OH,1550,2200,44,391,200406,10317048,845594
DTW,EUG,Detroit-MI,Eugene-OR,0,66,1,1999,200704,8913164,344812
TUL,ATL,Tulsa-OK,Atlanta-GA,5668,12628,82,674,200111,867707,4432950
PWM,DTW,Portland-ME,Detroit-MI,2938,4188,87,668,200502,511498,8988796
DAY,ORD,Dayton-OH,Chicago-IL,891,2530,55,240,199308,860045,16876600
ATL,DTW,Atlanta-GA,Detroit-MI,5266,8701,77,594,199603,3652439,8912962
MHT,DTW,Manchester-NH,Detroit-MI,7141,11656,94,609,200412,396542,8996622
CMH,DTW,Columbus-OH,Detroit-MI,3228,5200,52,155,199002,1410167,8503650
SGF,RNO,Springfield-MO,Reno-NV,145,150,1,1436,200508,400373,394881
ABE,DTW,Allentown-PA,Detroit-MI,424,952,28,424,200401,776048,8996622
EWR,ATL,Newark-NJ,Atlanta-GA,128,274,2,745,200704,18901167,5267527
BNA,ORD,Nashville-TN,Chicago-IL,0,0,25,409,200209,1363834,18490270
STL,DTW,St. Louis-MO,Detroit-MI,3897,5830,53,440,200304,2743862,8985512
MSP,RNO,Minneapolis-MN,Reno-NV,2264,2604,21,1406,200309,3078253,374743
FWA,DTW,Fort Wayne-IN,Detroit-MI,0,0,21,128,200401,400163,8996622
CVG,EWR,Cincinnati-OH,Newark-NJ,1302,4176,40,569,199204,1888933,16930924
IAD,EWR,Washington-DC,Newark-NJ,127,142,1,213,199007,8270942,16868983
SDM,SLN,San Diego-CA,Salina-KS,0,0,1,1166,200408,2935672,59842
DFW,AUS,Dallas-TX,Austin-TX,9790,21460,74,183,199002,8019250,850619
IAD,BOS,Washington-DC,Boston-MA,2010,2300,46,413,200611,10530024,8946954
LBB,AUS,Lubbock-TX,Austin-TX,2746,6028,44,335,199110,231127,874516
ILN,DTW,Wilmington-OH,Detroit-MI,0,0,5,189,200509,42063,8988796
EWR,ORD,Newark-NJ,Chicago-IL,2590,3427,23,719,199607,17190036,17287860
PHX,TUL,Phoenix-AZ,Tulsa-OK,10722,12467,91,935,199904,3013696,841453
LAS,TUS,Las Vegas-NV,Tucson-AZ,1883,2074,17,365,200309,1572924,903320
EWR,ORD,Newark-NJ,Chicago-IL,2169,5262,28,719,199610,17190036,17287860
LAX,FAT,Los Angeles-CA,Fresno-CA,866,2394,126,209,199005,22585772,671660
MSP,DFW,Minneapolis-MN,Dallas-TX,10398,17040,120,852,199009,2548237,8019250
BOS,EWR,Boston-MA,Newark-NJ,315,460,3,200,200212,8918022,18590085
ATL,ORD,Atlanta-GA,Chicago-IL,1005,3483,27,606,200208,4555490,18490270
RDU,MIA,Raleigh-NC,Miami-FL,0,346,2,700,200607,998979,10933486
EKO,FAT,Elko-NV,Fresno-CA,82,122,1,350,200202,45640,828245
LAX,ATL,Los Angeles-CA,Atlanta-GA,16174,22606,89,1946,199106,22754058,3163883
ORD,BOS,Chicago-IL,Boston-MA,7709,14934,77,867,199204,16720340,8227058
GRR,DTW,Grand Rapids-MI,Detroit-MI,3365,4768,32,120,199802,711725,8944948
RDU,DFW,Raleigh-NC,Dallas-TX,25673,30196,222,1062,200611,998979,11998822
ALB,ORD,Albany-NY,Chicago-IL,6732,8528,68,723,200406,843928,18664180
FNT,DTW,Flint-MI,Detroit-MI,189,306,9,56,200203,438775,8972134
IAH,MOB,Houston-TX,Mobile-AL,758,1450,29,427,200002,4739414,400061
LSE,ORD,La Crosse-WI,Chicago-IL,2384,3910,85,215,199208,118218,16720340
CVG,DTW,Cincinnati-OH,Detroit-MI,2723,9384,136,229,200301,2066256,8985512
SBN,ATL,South Bend-IN,Atlanta-GA,0,186,1,566,200212,316202,4555490
SMF,ORD,Sacramento-CA,Chicago-IL,5232,8662,61,1781,199212,1583460,16720340
MIA,DAL,Miami-FL,Dallas-TX,28,150,1,1110,200705,10930366,12313304
OGG,ITO,Kahului-HI,Hilo-HI,3338,8246,62,121,199910,121939,142390
CLE,DTW,Cleveland-OH,Detroit-MI,89,220,2,95,200005,2147948,8914942
MKE,ATL,Milwaukee-WI,Atlanta-GA,887,1550,31,669,200301,1528417,4673146
PHX,RNO,Phoenix-AZ,Reno-NV,1538,2250,15,601,200302,3600163,374743
JAX,DFW,Jacksonville-FL,Dallas-TX,3388,3900,26,919,199907,1077513,9703564
HSV,DFW,Huntsville-AL,Dallas-TX,532,1050,21,603,200305,358448,11164066
ATL,ORD,Atlanta-GA,Chicago-IL,0,0,4,606,200709,5267527,18903872
PIT,BUF,Pittsburgh-PA,Buffalo-NY,328,584,4,186,199207,2477012,1191586
KTN,JNU,Ketchikan-AK,Juneau-AK,51,124,1,234,200507,13150,30872
MHR,TOL,Sacramento-CA,Toledo-OH,0,0,1,1983,199812,1707530,651021
LGA,DFW,New York-NY,Dallas-TX,254,752,4,1389,199704,34528632,9231044
IAH,MIA,Houston-TX,Miami-FL,179,188,1,964,200712,5597674,10930366
PWM,BUF,Portland-ME,Buffalo-NY,0,103,1,428,199401,448704,1186544
MIA,TPA,Miami-FL,Tampa-FL,2463,3021,159,204,200403,10725356,2578104
BMI,FAR,Bloomington-IL,Fargo-ND,109,124,1,594,200810,165571,195948
FLL,TPA,Fort Lauderdale-FL,Tampa-FL,199,345,3,197,199209,4225844,2113572
ORD,TUS,Chicago-IL,Tucson-AZ,11235,14318,111,1437,200202,18490270,886063
SFO,YKM,San Francisco-CA,Yakima-WA,60,120,1,625,200210,8331356,223394
CLT,ORD,Charlotte-NC,Chicago-IL,3891,5100,102,599,200811,1706469,19031272
IAD,BOS,Washington-DC,Boston-MA,84,126,1,413,199811,9079986,8506878
MIA,TPA,Miami-FL,Tampa-FL,119,190,1,204,200207,10425204,2483575
ABQ,ATL,Albuquerque-NM,Atlanta-GA,248,284,2,1269,200003,731712,4281905
DCA,ORD,Washington-DC,Chicago-IL,10068,11834,61,612,199105,8369110,16550288
LAS,DFW,Las Vegas-NV,Dallas-TX,5091,5916,29,1056,199005,754581,8019250
IAD,DAY,Washington-DC,Dayton-OH,3215,4400,88,368,200803,10755872,837036
PIT,MDW,Pittsburgh-PA,Chicago-IL,480,1060,10,402,200111,2418223,18385002
AZO,DTW,Kalamazoo-MI,Detroit-MI,1182,2200,20,113,200604,321523,8969084
TPA,BUF,Tampa-FL,Buffalo-NY,3861,4110,30,1054,200605,2684639,1130913
SEA,EUG,Seattle-WA,Eugene-OR,822,1554,42,234,199206,5347562,290878
BOS,ATL,Boston-MA,Atlanta-GA,449,1177,11,946,199212,8227058,3245141
MBS,ORD,Saginaw-MI,Chicago-IL,2206,3456,27,222,199007,212051,16395048
ATL,CAK,Atlanta-GA,Akron-OH,3769,6084,52,528,200701,5267527,700559
LAS,DFW,Las Vegas-NV,Dallas-TX,420,424,2,1055,200411,1646875,11379964
CLE,ORD,Cleveland-OH,Chicago-IL,2015,3590,25,316,199206,2122597,16720340
MSY,MIA,New Orleans-LA,Miami-FL,168,176,1,674,200012,1315616,10051612
RFD,LRD,Rockford-IL,Laredo-TX,0,0,1,1166,200602,344269,225985
DSM,ORD,Des Moines-IA,Chicago-IL,7053,11760,80,299,199111,423477,16550288
JFK,BOS,New York-NY,Boston-MA,4109,9150,305,187,199905,34863448,8550938
BNA,MIA,Nashville-TN,Miami-FL,6446,8880,60,806,200707,1524920,10930366
BNA,MDW,Nashville-TN,Chicago-IL,48,143,1,395,200804,1556368,19031272
SEA,MIA,Seattle-WA,Miami-FL,3827,4480,28,2724,200601,6519890,10933486
OKC,TUL,Oklahoma City-OK,Tulsa-OK,0,0,2,111,200608,1174737,892635
PHX,EKO,Phoenix-AZ,Elko-NV,78,122,1,550,200402,3723359,44964
BHM,MOB,Birmingham-AL,Mobile-AL,620,4470,30,216,199506,1011111,395863
SYR,BOS,Syracuse-NY,Boston-MA,92,95,5,264,200704,644437,9007842
IAD,ALB,Washington-DC,Albany-NY,2,144,1,325,200002,9642062,827227
CLT,MIA,Charlotte-NC,Miami-FL,111,142,1,650,199907,1255975,9521044
RNO,DFW,Reno-NV,Dallas-TX,2782,4300,31,1345,199708,309197,9231044
STL,MDW,St. Louis-MO,Chicago-IL,2591,4636,38,251,200111,2719279,18385002
CMH,DTW,Columbus-OH,Detroit-MI,32,68,2,155,199809,1544395,8944948
MSP,EWR,Minneapolis-MN,Newark-NJ,64,124,1,1008,200503,3132772,18798114
PHL,EWR,Philadelphia-PA,Newark-NJ,97,180,3,81,199101,10917452,16874842
MCO,MIA,Orlando-FL,Miami-FL,872,1020,30,193,199901,1535004,9521044
SYR,DTW,Syracuse-NY,Detroit-MI,170,488,4,374,199601,661210,8912962
MEI,ATL,Meridian-MS,Atlanta-GA,1215,2520,84,267,199510,105103,3548667
IAD,DFW,Washington-DC,Dallas-TX,156,276,2,1172,200209,10029142,10953156
STL,DET,St. Louis-MO,Detroit-MI,506,854,7,462,199211,2603363,8653794
SFO,ATL,San Francisco-CA,Atlanta-GA,0,195,1,2139,200301,8306286,4673146
TPA,ORD,Tampa-FL,Chicago-IL,3271,4200,28,1012,199906,2278169,17655010
SBN,ORD,South Bend-IN,Chicago-IL,952,1250,25,84,200203,316202,18490270
CVG,DFW,Cincinnati-OH,Dallas-TX,3001,4000,80,812,200802,2158643,12602170
XNA,ORD,Fayetteville-AR,Chicago-IL,732,1408,32,522,200506,413777,18724160
DAY,YIP,Dayton-OH,Detroit-MI,0,0,1,165,200512,843575,8988796
MSY,DFW,New Orleans-LA,Dallas-TX,67,252,1,448,199701,1286268,9231044
PHL,ORD,Philadelphia-PA,Chicago-IL,903,1188,12,678,200907,11936504,19161134
CLE,DFW,Cleveland-OH,Dallas-TX,1076,3465,23,1021,199109,2113056,8182938
LIT,DFW,Little Rock-AR,Dallas-TX,7632,12832,200,304,199809,579683,9475022
MDT,DTW,Harrisburg-PA,Detroit-MI,2010,2750,22,370,199908,500519,8962394
SLC,EKO,Salt Lake City-UT,Elko-NV,109,140,1,200,199406,852741,41668
SEA,EKO,Seattle-WA,Elko-NV,510,620,5,560,199708,5727624,47413
MKE,OMA,Milwaukee-WI,Omaha-NE,949,1848,22,426,199601,1461595,728169
TYS,ORD,Knoxville-TN,Chicago-IL,1167,1850,37,475,200910,699247,19161134
SFO,DFW,San Francisco-CA,Dallas-TX,12111,15588,83,1464,200704,8404372,12313304
LBB,DAL,Lubbock-TX,Dallas-TX,1726,3425,25,293,200205,255764,10953156
IAD,ATL,Washington-DC,Atlanta-GA,80,80,2,533,200602,10530024,5119641
BMI,PIA,Bloomington-IL,Peoria-IL,1161,3196,94,42,199906,145477,365736
ORD,TUL,Chicago-IL,Tulsa-OK,2905,3870,30,585,200008,18235464,861369
GSO,TPA,Greensboro-NC,Tampa-FL,1387,2188,19,580,199409,568423,2154044
MDW,DTW,Chicago-IL,Detroit-MI,5379,9700,100,229,199111,16550288,8578382
CLE,MIA,Cleveland-OH,Miami-FL,1097,1350,27,1080,200509,2118249,10886318
ALB,ATL,Albany-NY,Atlanta-GA,174,183,1,852,200308,839741,4673146
LEX,ATL,Lexington-KY,Atlanta-GA,8708,16284,118,303,199412,368193,3444861
LAX,EWR,Los Angeles-CA,Newark-NJ,218,287,1,2454,199704,23583460,17264316
ORD,AUS,Chicago-IL,Austin-TX,5220,9396,87,973,199008,16395048,850619
STL,TUL,St. Louis-MO,Tulsa-OK,726,2196,18,351,200202,2733818,874815
EWR,AUS,Newark-NJ,Austin-TX,3248,4788,42,1504,200902,19069796,1705075
MYR,BOS,Myrtle Beach-SC,Boston-MA,276,350,7,738,200405,218220,8912958
IND,MDW,Indianapolis-IN,Chicago-IL,5204,8052,66,162,199703,1422397,17405264
LAS,ORD,Las Vegas-NV,Chicago-IL,8051,13517,77,1515,200202,1515571,18490270
AUS,ATL,Austin-TX,Atlanta-GA,12841,16755,118,812,200307,1382693,4673146
MHK,AMW,Manhattan-KS,Ames-IA,21,30,1,254,200810,122049,86219
FLL,DFW,Fort Lauderdale-FL,Dallas-TX,2728,3468,17,1119,199312,4286215,8450926
BUF,ALB,Buffalo-NY,Albany-NY,993,2484,23,251,199111,1191010,817567
PHX,TUS,Phoenix-AZ,Tucson-AZ,718,1073,29,110,199211,2366971,692538
JFK,ORD,New York-NY,Chicago-IL,112,190,1,740,200111,36980058,18385002
SYR,EWR,Syracuse-NY,Newark-NJ,757,3024,28,194,199002,661505,16868983
BDL,ORD,Hartford-CT,Chicago-IL,166,218,2,783,199601,1107497,17287860
CMH,EWR,Columbus-OH,Newark-NJ,2834,5358,47,462,200701,1759348,18901167
FOD,EKO,Fort Dodge-IA,Elko-NV,116,124,1,1121,199705,38690,47413
ANC,ADQ,Anchorage-AK,Kodiak-AK,2084,3626,59,252,200409,346057,13178
TYS,ORD,Knoxville-TN,Chicago-IL,1107,1716,39,475,200404,648530,18664180
AGS,BOS,Augusta-GA,Boston-MA,36,50,1,861,200504,517352,8917782
MIA,DTW,Miami-FL,Detroit-MI,3059,4092,33,1145,200412,10725356,8996622
MIA,ORD,Miami-FL,Chicago-IL,391,494,2,1197,200912,11094102,19161134
ORD,BUF,Chicago-IL,Buffalo-NY,4178,5600,46,473,200512,18724160,1139328
ALB,DTW,Albany-NY,Detroit-MI,126,330,3,488,199911,819105,8962394
LAF,DTW,Lafayette-IN,Detroit-MI,332,748,22,224,200009,178844,8914942
LAX,ORD,Los Angeles-CA,Chicago-IL,0,0,1,1745,200703,25385206,18903872
HOU,DAL,Houston-TX,Dallas-TX,29945,46580,340,239,200712,5597674,12313304
JFK,BOS,New York-NY,Boston-MA,31,194,2,187,199502,34261384,8357434
SBN,DTW,South Bend-IN,Detroit-MI,127,244,2,157,199303,302169,8711888
LGA,BGR,New York-NY,Bangor-ME,125,315,2,378,199201,33861848,146898
DCA,ATL,Washington-DC,Atlanta-GA,7737,10549,77,547,200903,10952482,5475213
OAK,RNO,Oakland-CA,Reno-NV,0,0,2,180,200506,4149607,394881
PWM,ORD,Portland-ME,Chicago-IL,1211,1836,17,900,199711,461194,17405264
SLC,DFW,Salt Lake City-UT,Dallas-TX,2696,3598,24,988,200709,1092594,12313304
ATL,DFW,Atlanta-GA,Dallas-TX,20466,27296,182,732,199508,3548667,8787062
MEM,ORD,Memphis-TN,Chicago-IL,3082,4750,38,491,200808,1298529,19031272
ORD,MIA,Chicago-IL,Miami-FL,10773,13794,92,1197,199705,17405264,9247394
MSP,BUF,Minneapolis-MN,Buffalo-NY,50,50,1,734,200709,3204196,1125965
PDX,EUG,Portland-OR,Eugene-OR,2750,4514,122,106,200308,2034000,330447
PHL,ORD,Philadelphia-PA,Chicago-IL,100,364,2,678,200202,11511748,18490270
CLT,TPA,Charlotte-NC,Tampa-FL,5753,6479,46,508,200006,1340417,2404273
LRD,ATL,Laredo-TX,Atlanta-GA,0,0,1,988,200004,194523,4281905
LFT,DFW,Lafayette-LA,Dallas-TX,3902,5848,172,351,200104,239893,10709246
MTJ,ORD,Montrose-CO,Chicago-IL,340,504,4,1081,199701,30199,17405264
PHX,AUS,Phoenix-AZ,Austin-TX,136,136,1,872,200606,4046571,1528958
RIC,DTW,Richmond-VA,Detroit-MI,52,110,1,456,200012,1100196,8914942
FLL,DTW,Fort Lauderdale-FL,Detroit-MI,2922,3300,33,1127,200009,5025806,8914942
LRD,AUS,Laredo-TX,Austin-TX,0,50,1,211,200709,230848,1594525
CVG,ORD,Cincinnati-OH,Chicago-IL,3032,5096,49,264,200302,2066256,18572324
ORD,ORD,Chicago-IL,Chicago-IL,0,0,0,0,200906,19161134,19161134
SJC,DTW,San Jose-CA,Detroit-MI,1613,3100,25,2063,200302,1723138,8985512
STL,EWR,St. Louis-MO,Newark-NJ,6814,12599,46,872,199011,2584656,16868983
LAX,EWR,Los Angeles-CA,Newark-NJ,444,784,2,2454,199404,23179000,17072218
MCO,MIA,Orlando-FL,Miami-FL,0,0,2,193,200604,1999994,10933486
MCI,ORD,Kansas City-MO,Chicago-IL,184,188,1,403,200510,1958504,18724160
IAH,EWR,Houston-TX,Newark-NJ,6159,8723,34,1400,199503,4191632,17130692
BDL,DTW,Hartford-CT,Detroit-MI,2740,5368,44,548,199206,1118409,8653794
LAX,TUS,Los Angeles-CA,Tucson-AZ,893,1394,11,451,199705,23583460,778684
PIT,DFW,Pittsburgh-PA,Dallas-TX,62,126,1,1068,199708,2432761,9231044
LGA,MIA,New York-NY,Miami-FL,13846,17999,93,1097,199108,33749684,8312530
CRP,EKO,Corpus Christi-TX,Elko-NV,121,122,1,1375,200404,406835,44964
TUS,ORD,Tucson-AZ,Chicago-IL,9963,12118,88,1437,199811,790333,17529224
MSN,DTW,Madison-WI,Detroit-MI,3547,4500,45,312,200012,504044,8914942
MDW,OMA,Chicago-IL,Omaha-NE,6254,10969,106,423,199007,16395048,687569
BDL,EWR,Hartford-CT,Newark-NJ,4775,5650,113,115,200410,1175284,18747431
GRR,DFW,Grand Rapids-MI,Dallas-TX,1178,1408,32,931,200503,767149,11632814
JAN,MDW,Jackson-MS,Chicago-IL,2739,4521,33,666,199910,486914,17655010
BUF,DLH,Buffalo-NY,Duluth-MN,121,125,1,712,200708,1125965,273889
PHX,TUS,Phoenix-AZ,Tucson-AZ,858,4440,30,110,199101,2302011,676729
