Origin,Destination,OriginCity,DestinationCity,Passengers,Seats,Flights,Distance,FlyDate,OriginPopulation,DestinationPopulation
FNT,TPA,Flint-MI,Tampa-FL,2979,3393,29,1036,200911,424043,2747272
PHL,ERI,Philadelphia-PA,Erie-PA,2093,2750,55,300,200909,11936504,280291
IAH,ATL,Houston-TX,Atlanta-GA,273,620,5,689,200211,4978638,4555490
IND,ORD,Indianapolis-IN,Chicago-IL,466,540,5,177,199208,1337172,16720340
RFD,ORD,Rockford-IL,Chicago-IL,557,1058,23,63,199606,303318,17287860
IND,DFW,Indianapolis-IN,Dallas-TX,0,0,19,762,200806,1720796,12602170
MSP,DFW,Minneapolis-MN,Dallas-TX,1149,1400,28,852,200606,3167666,11998822
DFW,ATL,Dallas-TX,Atlanta-GA,6268,9588,47,732,199012,8019250,3087755
DSM,DTW,Des Moines-IA,Detroit-MI,5,78,1,534,199311,436844,8711888
IAH,ORD,Houston-TX,Chicago-IL,4116,6240,60,925,200310,5084017,18572324
DTW,MIA,Detroit-MI,Miami-FL,1734,3000,30,1145,199606,8912962,9086872
PBI,MIA,West Palm Beach-FL,Miami-FL,80,142,1,62,200306,5280671,10561342
JFK,EWR,New York-NY,Newark-NJ,329,376,2,21,200803,37937002,18968501
TUL,DFW,Tulsa-OK,Dallas-TX,16936,21684,156,237,199505,798686,8787062
TPA,MIA,Tampa-FL,Miami-FL,4213,5452,29,204,200902,2747272,11094102
DFW,MDW,Dallas-TX,Chicago-IL,11987,20241,117,797,200101,10709246,18385002
PHX,DFW,Phoenix-AZ,Dallas-TX,350,372,3,868,200601,4046571,11998822
CLE,DFW,Cleveland-OH,Dallas-TX,140,141,1,1021,200212,2140552,10953156
IAD,BOS,Washington-DC,Boston-MA,1686,4302,30,413,199803,9079986,8506878
PIT,DAY,Pittsburgh-PA,Dayton-OH,84,126,1,215,199801,2418452,859406
DTW,BUF,Detroit-MI,Buffalo-NY,6698,8700,87,240,200108,8958464,1163528
DCA,ORD,Washington-DC,Chicago-IL,65,118,1,612,199212,8474182,16720340
RIC,ORD,Richmond-VA,Chicago-IL,2125,4410,30,642,199608,1024022,17287860
STL,ATL,St. Louis-MO,Atlanta-GA,12032,20732,146,483,200304,2743862,4673146
CLT,DTW,Charlotte-NC,Detroit-MI,101,220,2,500,200308,1436890,8985512
ATL,ORD,Atlanta-GA,Chicago-IL,9644,16532,91,606,199312,3339551,16876600
OMA,ORD,Omaha-NE,Chicago-IL,3975,5460,30,416,200011,769117,18235464
IAD,EWR,Washington-DC,Newark-NJ,5419,11408,248,213,199808,9079986,17341505
LBB,AUS,Lubbock-TX,Austin-TX,1629,3538,29,335,200110,253407,1324426
TOL,ATL,Toledo-OH,Atlanta-GA,0,0,1,549,200604,673647,5119641
SJT,DFW,San Angelo-TX,Dallas-TX,1903,2508,57,228,200512,106662,11632814
OAK,AFW,Oakland-CA,Dallas-TX,0,0,1,1439,200603,4162783,11998822
MCO,ORD,Orlando-FL,Chicago-IL,107,108,1,1005,199904,1535004,17655010
SFO,EWR,San Francisco-CA,Newark-NJ,167,168,1,2565,200306,8306286,18671320
SFO,ORD,San Francisco-CA,Chicago-IL,11967,16100,115,1846,200912,8635706,19161134
FLL,BOS,Fort Lauderdale-FL,Boston-MA,40,100,1,1237,200902,5547051,9177360
SNA,DFW,Santa Ana-CA,Dallas-TX,21624,35344,188,1205,199309,11577486,8450926
JAX,ATL,Jacksonville-FL,Atlanta-GA,9655,14946,141,270,199907,1077513,3988728
ORD,BOS,Chicago-IL,Boston-MA,5476,8037,29,867,199504,17155070,8357434
DCA,EWR,Washington-DC,Newark-NJ,123,309,3,199,199407,8673930,17072218
DTW,EWR,Detroit-MI,Newark-NJ,950,1628,11,487,200504,8988796,18798114
DFW,OMA,Dallas-TX,Omaha-NE,3810,4611,53,583,200306,11164066,790535
PHL,BUF,Philadelphia-PA,Buffalo-NY,251,303,3,279,199510,11004980,1180896
ATL,ORD,Atlanta-GA,Chicago-IL,79,128,1,606,199203,3245141,16720340
STL,TUL,St. Louis-MO,Tulsa-OK,726,2196,18,351,200202,2733818,874815
STL,TUL,St. Louis-MO,Tulsa-OK,3218,5891,43,351,199103,2595543,772997
GPT,DFW,Gulfport-MS,Dallas-TX,744,990,20,500,200403,254385,11379964
MSN,FNT,Madison-WI,Flint-MI,84,100,1,283,199909,503059,437349
MKE,BOS,Milwaukee-WI,Boston-MA,4669,6688,76,860,200311,1528417,8916374
BGR,EWR,Bangor-ME,Newark-NJ,3136,5290,115,393,199705,145032,17264316
DFW,TUL,Dallas-TX,Tulsa-OK,433,1150,25,237,199611,8994450,807864
LGA,BOS,New York-NY,Boston-MA,1232,4440,30,185,199004,33737966,8269386
PDX,ORD,Portland-OR,Chicago-IL,8650,12648,91,1739,199410,1686298,17018756
MCO,DFW,Orlando-FL,Dallas-TX,2374,3510,30,984,200704,2034878,12313304
LAX,DFW,Los Angeles-CA,Dallas-TX,126,126,1,1235,199707,23583460,9231044
EYW,MIA,Key West-FL,Miami-FL,818,1292,68,126,200406,77901,10725356
STL,TUS,St. Louis-MO,Tucson-AZ,316,690,6,1244,199109,2595543,676729
BQK,ATL,Brunswick-GA,Atlanta-GA,2447,3190,79,238,200704,101640,5267527
JFK,ATL,New York-NY,Atlanta-GA,4208,4640,32,760,199107,33749684,3163883
LFT,ATL,Lafayette-LA,Atlanta-GA,2502,3840,79,503,200502,247352,4947012
ATL,AGS,Atlanta-GA,Augusta-GA,11668,20022,141,143,199906,3988728,484043
STL,DTW,St. Louis-MO,Detroit-MI,717,1464,12,440,199611,2642938,8912962
FAT,DFW,Fresno-CA,Dallas-TX,6545,8780,63,1313,200712,889888,12313304
CLT,DTW,Charlotte-NC,Detroit-MI,148,512,4,500,199101,1050648,8578382
ANC,DFW,Anchorage-AK,Dallas-TX,0,0,15,3043,200607,359341,11998822
SMF,RNO,Sacramento-CA,Reno-NV,49,76,1,113,200904,2127355,419261
STL,PUB,St. Louis-MO,Pueblo-CO,63,142,1,766,199002,2584656,123052
JFK,MIA,New York-NY,Miami-FL,0,0,1,1090,200503,37596228,10886318
CMH,DTW,Columbus-OH,Detroit-MI,732,966,14,155,200602,1737170,8969084
SLC,BOS,Salt Lake City-UT,Boston-MA,5582,6324,31,2105,199607,882467,8407438
AVL,AUS,Asheville-NC,Austin-TX,52,112,1,950,200703,404372,1594525
FLL,DFW,Fort Lauderdale-FL,Dallas-TX,105,285,1,1119,200405,5362678,11379964
LAX,TUS,Los Angeles-CA,Tucson-AZ,1878,2684,22,451,200401,25529180,924205
MCI,MDW,Kansas City-MO,Chicago-IL,7684,11508,84,405,200510,1958504,18724160
BDL,DTW,Hartford-CT,Detroit-MI,94,118,1,548,199107,1124022,8578382
OAK,RNO,Oakland-CA,Reno-NV,39,140,1,180,200704,4202186,410616
DTW,ALB,Detroit-MI,Albany-NY,375,440,4,488,200506,8988796,846357
SPI,ORD,Springfield-IL,Chicago-IL,232,478,13,174,199303,199396,16876600
ORD,BOS,Chicago-IL,Boston-MA,3380,5341,49,867,199911,17655010,8550938
DTW,ATL,Detroit-MI,Atlanta-GA,288,745,5,594,199307,8711888,3339551
MIA,DFW,Miami-FL,Dallas-TX,701,870,3,1121,199106,8312530,8182938
MHT,MDW,Manchester-NH,Chicago-IL,6741,10001,73,838,200903,405906,19161134
IAD,BOS,Washington-DC,Boston-MA,288,350,7,413,200511,10458534,8917782
DFW,MIA,Dallas-TX,Miami-FL,9455,12513,97,1121,200304,11164066,10561342
PIT,ALB,Pittsburgh-PA,Albany-NY,5024,11088,88,367,200211,2408973,833752
EWR,MIA,Newark-NJ,Miami-FL,659,855,5,1086,200805,18968501,11003504
MEM,DFW,Memphis-TN,Dallas-TX,0,0,1,432,200911,1304926,12895230
EWR,BOS,Newark-NJ,Boston-MA,403,500,10,200,200506,18798114,8917782
DSM,ORD,Des Moines-IA,Chicago-IL,141,284,2,299,199006,417892,16395048
YIP,GYY,Detroit-MI,Gary-IN,0,0,1,205,200210,8972134,9245135
DTW,DFW,Detroit-MI,Dallas-TX,84,118,1,987,199201,8653794,8314270
GGG,DFW,Longview-TX,Dallas-TX,27,50,1,140,200304,197353,11164066
LIT,DFW,Little Rock-AR,Dallas-TX,13489,23990,169,304,199211,547187,8314270
OMA,ORD,Omaha-NE,Chicago-IL,4990,6700,134,416,200712,829183,18903872
GRB,DTW,Green Bay-WI,Detroit-MI,264,276,4,288,200208,288747,8972134
CVG,DTW,Cincinnati-OH,Detroit-MI,1496,4992,64,229,199212,1888933,8653794
CVG,BUF,Cincinnati-OH,Buffalo-NY,2861,4619,31,410,199908,1991593,1142121
ORD,ALB,Chicago-IL,Albany-NY,557,720,6,723,200401,18664180,843928
MKE,DTW,Milwaukee-WI,Detroit-MI,3230,5500,44,238,200402,1533932,8996622
CMH,MDW,Columbus-OH,Chicago-IL,3872,6344,52,284,199705,1525094,17405264
MCO,BUF,Orlando-FL,Buffalo-NY,3391,4932,36,1011,200709,2034878,1125965
MSY,ATL,New Orleans-LA,Atlanta-GA,0,0,1,425,200208,1311390,4555490
TVC,DTW,Traverse City-MI,Detroit-MI,1623,2550,21,207,199501,117505,8837982
SNA,RNO,Santa Ana-CA,Reno-NV,135,234,2,415,199611,11663035,301240
LAS,RNO,Las Vegas-NV,Reno-NV,1953,3774,37,345,200512,1708846,394881
DSM,ORD,Des Moines-IA,Chicago-IL,1448,1880,10,299,199306,436844,16876600
CLT,ORD,Charlotte-NC,Chicago-IL,897,1100,25,599,200409,1471706,18664180
LAN,DTW,Lansing-MI,Detroit-MI,1100,1583,13,74,199504,445108,8837982
SBN,DTW,South Bend-IN,Detroit-MI,3282,6318,81,157,199108,297736,8578382
IND,OMA,Indianapolis-IN,Omaha-NE,0,0,16,517,200806,1720796,839265
ATL,TPA,Atlanta-GA,Tampa-FL,71,107,1,406,199906,3988728,2278169
DTW,TPA,Detroit-MI,Tampa-FL,8291,8946,49,983,200808,8847562,2730007
SYR,DTW,Syracuse-NY,Detroit-MI,58,180,1,374,200106,648961,8958464
DFW,LAW,Dallas-TX,Lawton-OK,1601,3570,119,140,199705,9231044,108700
CLE,DFW,Cleveland-OH,Dallas-TX,2567,3480,34,1021,199006,2103367,8019250
SJT,DFW,San Angelo-TX,Dallas-TX,720,1245,83,228,199407,102436,8613622
OKC,EKO,Oklahoma City-OK,Elko-NV,226,242,2,1057,199910,1061524,47319
ANC,DAY,Anchorage-AK,Dayton-OH,0,0,3,3079,200408,346057,845594
BOS,BUF,Boston-MA,Buffalo-NY,88,98,1,396,199509,8357434,1180896
IAH,BOS,Houston-TX,Boston-MA,5604,5828,47,1597,200706,5597674,9007842
PHX,DTW,Phoenix-AZ,Detroit-MI,10706,12236,67,1671,200601,4046571,8969084
DFW,ATL,Dallas-TX,Atlanta-GA,12665,17624,128,732,199911,9703564,3988728
DTW,EWR,Detroit-MI,Newark-NJ,6939,9375,75,487,200011,8914942,18352743
CAE,ATL,Columbia-SC,Atlanta-GA,3139,5737,31,192,199206,567439,3245141
TPA,ORD,Tampa-FL,Chicago-IL,211,216,2,1012,199808,2254405,17529224
OKC,DFW,Oklahoma City-OK,Dallas-TX,124,138,1,175,200110,1107695,10709246
CAE,ATL,Columbia-SC,Atlanta-GA,2831,4340,91,191,200308,673209,4673146
EWR,OMA,Newark-NJ,Omaha-NE,563,840,14,1133,200007,18352743,769117
MSP,FAR,Minneapolis-MN,Fargo-ND,10163,12900,129,223,199807,2830434,168410
BHM,TPA,Birmingham-AL,Tampa-FL,5840,7809,57,460,200406,1081705,2578104
ORD,DFW,Chicago-IL,Dallas-TX,0,0,9,802,200605,18797710,11998822
IAH,ATL,Houston-TX,Atlanta-GA,2747,3710,53,689,200501,5299567,4947012
FLO,ATL,Florence-SC,Atlanta-GA,1098,1950,39,273,200712,199027,5267527
STL,PIA,St. Louis-MO,Peoria-IL,0,0,14,137,200910,2828990,375865
CMH,EWR,Columbus-OH,Newark-NJ,3220,6760,65,462,199901,1562409,17431724
SAN,TUS,San Diego-CA,Tucson-AZ,6030,8357,61,367,199901,2820844,803618
GSO,ATL,Greensboro-NC,Atlanta-GA,5432,8236,58,306,199707,591489,3756986
JFK,MIA,New York-NY,Miami-FL,14457,18698,39,1090,199905,34863448,9521044
MSP,BJI,Minneapolis-MN,Bemidji-MN,536,884,26,199,199802,2830434,38664
MKE,MDW,Milwaukee-WI,Chicago-IL,1383,9156,42,81,199601,1461595,17287860
MQT,LRD,Marquette-MI,Laredo-TX,0,0,1,1453,200704,65165,230848
JFK,ORD,New York-NY,Chicago-IL,85,271,1,740,199902,34863448,17655010
MEM,MIA,Memphis-TN,Miami-FL,3809,6200,62,860,199209,1090672,8451688
PNS,DFW,Pensacola-FL,Dallas-TX,289,710,5,604,199510,375684,8787062
ROC,DTW,Rochester-NY,Detroit-MI,3573,7500,75,296,199906,1018604,8962394
IAH,BOS,Houston-TX,Boston-MA,3361,3762,33,1597,200709,5597674,9007842
ORD,DAY,Chicago-IL,Dayton-OH,998,1496,44,240,199712,17405264,858608
JFK,DFW,New York-NY,Dallas-TX,116,136,1,1391,200602,37651266,11998822
CLE,ORD,Cleveland-OH,Chicago-IL,319,1024,8,316,199702,2126219,17405264
RIC,EWR,Richmond-VA,Newark-NJ,9,18,1,278,200811,1227115,18968501
PHL,ORD,Philadelphia-PA,Chicago-IL,360,540,5,678,199010,10881988,16395048
SEA,EUG,Seattle-WA,Eugene-OR,980,2299,121,234,199302,5432136,294929
DCA,ORD,Washington-DC,Chicago-IL,12627,23663,174,612,200601,10530024,18797710
IAD,DAY,Washington-DC,Dayton-OH,3092,4850,97,368,200812,10755872,837036
FWA,ORD,Fort Wayne-IN,Chicago-IL,1061,2650,53,157,200808,411625,19031272
MDW,ATL,Chicago-IL,Atlanta-GA,15983,22350,149,590,200412,18664180,4802300
BWI,BUF,Baltimore-MD,Buffalo-NY,1277,2131,32,281,199009,2389165,1190154
IAH,DFW,Houston-TX,Dallas-TX,7319,12687,93,224,199901,4540138,9703564
OMA,ORD,Omaha-NE,Chicago-IL,94,126,1,416,199504,717557,17155070
SFO,ORD,San Francisco-CA,Chicago-IL,743,1008,6,1846,200112,8359256,18385002
LAS,RNO,Las Vegas-NV,Reno-NV,2329,5246,43,345,200904,1902834,419261
ATL,CAK,Atlanta-GA,Akron-OH,340,548,4,528,200711,5267527,700559
SAN,DAY,San Diego-CA,Dayton-OH,0,0,3,1893,200311,2926814,845508
JAX,DFW,Jacksonville-FL,Dallas-TX,3656,4243,36,919,199205,969592,8314270
FLL,DTW,Fort Lauderdale-FL,Detroit-MI,88,100,1,1127,199903,4760522,8962394
MDW,BKW,Chicago-IL,Beckley-WV,51,230,1,448,199505,17155070,78299
IAH,ORD,Houston-TX,Chicago-IL,1080,1581,9,925,200109,4851189,18385002
MKE,ORD,Milwaukee-WI,Chicago-IL,474,1440,12,67,200012,1502305,18235464
PIT,ITH,Pittsburgh-PA,Ithaca-NY,4794,7500,75,239,199908,2404337,97656
ROA,ATL,Roanoke-VA,Atlanta-GA,4814,6590,135,357,200411,290386,4802300
DSM,ORD,Des Moines-IA,Chicago-IL,2979,4251,39,299,199709,457026,17405264
ROC,ORD,Rochester-NY,Chicago-IL,2379,2700,54,528,200705,1031485,18903872
LMT,SLE,Klamath Falls-OR,Salem-OR,196,450,25,200,199210,58686,293063
MFR,CVO,Medford-OR,Albany-OR,0,0,1,148,200303,189469,106095
JFK,MIA,New York-NY,Miami-FL,165,300,2,1090,199303,34026518,8572430
CMI,ORD,Champaign-IL,Chicago-IL,3832,6350,127,135,200908,226132,19161134
MEM,MIA,Memphis-TN,Miami-FL,581,700,7,860,200008,1208269,10051612
JFK,ORD,New York-NY,Chicago-IL,0,0,1,740,200107,36980058,18385002
DAL,TUL,Dallas-TX,Tulsa-OK,9289,12688,104,237,200106,10709246,867707
IAH,ATL,Houston-TX,Atlanta-GA,15134,21300,150,689,199903,4540138,3988728
CLT,ORD,Charlotte-NC,Chicago-IL,1291,2646,21,599,199502,1135592,17155070
CLT,BUF,Charlotte-NC,Buffalo-NY,240,258,3,546,200905,1745524,1123804
DET,ATL,Detroit-MI,Atlanta-GA,4732,5256,36,609,200007,8914942,4281905
CAK,ATL,Akron-OH,Atlanta-GA,6636,10296,88,528,200801,699954,5385586
LAX,BOS,Los Angeles-CA,Boston-MA,6911,11424,56,2611,199011,22585772,8269386
ICT,ORD,Wichita-KS,Chicago-IL,67,147,1,588,199910,575887,17655010
IAH,ORD,Houston-TX,Chicago-IL,7421,9519,57,925,200307,5084017,18572324
IAD,ATL,Washington-DC,Atlanta-GA,8368,15620,110,533,199211,8474182,3245141
TUL,ORD,Tulsa-OK,Chicago-IL,6313,8680,62,585,200907,929015,19161134
JAN,DFW,Jackson-MS,Dallas-TX,81,111,3,408,200905,540866,12895230
PHL,BOS,Philadelphia-PA,Boston-MA,665,7200,12,280,199503,11004980,8357434
PHL,EWR,Philadelphia-PA,Newark-NJ,0,150,1,81,200008,11386550,18352743
LAX,DTW,Los Angeles-CA,Detroit-MI,256,368,2,1979,199306,23154972,8711888
MCO,TPA,Orlando-FL,Tampa-FL,0,0,21,80,200210,1756852,2483575
IAH,DFW,Houston-TX,Dallas-TX,797,1265,9,224,199501,4191632,8787062
FNT,DTW,Flint-MI,Detroit-MI,1652,3600,36,56,200108,437901,8958464
DCA,ORD,Washington-DC,Chicago-IL,18573,31208,166,612,199310,8575206,16876600
EVV,DAY,Evansville-IN,Dayton-OH,2546,6490,59,220,199111,326235,850946
BHM,DFW,Birmingham-AL,Dallas-TX,6748,9015,93,597,199908,1043600,9703564
SEA,ORD,Seattle-WA,Chicago-IL,0,0,3,1721,200404,6327406,18664180
JAX,MIA,Jacksonville-FL,Miami-FL,3101,6400,100,334,200009,1126224,10051612
SHV,LRD,Shreveport-LA,Laredo-TX,0,0,1,477,200709,387662,230848
MCI,MDW,Kansas City-MO,Chicago-IL,24922,36579,267,405,200108,1865245,18385002
HOU,AUS,Houston-TX,Austin-TX,219,810,9,152,199309,4058868,931671
OKC,DFW,Oklahoma City-OK,Dallas-TX,253,302,1,175,199505,1025243,8787062
FSM,DFW,Fort Smith-AR,Dallas-TX,0,0,0,227,200102,275457,10709246
SAV,ATL,Savannah-GA,Atlanta-GA,1295,1914,29,215,199407,275637,3444861
ATL,DFW,Atlanta-GA,Dallas-TX,139,217,1,732,199611,3652439,8994450
RDU,ATL,Raleigh-NC,Atlanta-GA,1066,1521,13,356,200106,835602,4432950
BDL,TPA,Hartford-CT,Tampa-FL,3034,3973,29,1111,200906,1195998,2747272
EWR,BOS,Newark-NJ,Boston-MA,0,149,1,200,199604,17190036,8407438
EWR,BUF,Newark-NJ,Buffalo-NY,4138,5212,48,282,199406,17072218,1186544
ATL,MIA,Atlanta-GA,Miami-FL,4623,5310,29,595,200302,4673146,10561342
TPA,ATL,Tampa-FL,Atlanta-GA,5430,6919,37,406,199108,2098618,3163883
PDX,EWR,Portland-OR,Newark-NJ,581,620,5,2433,200707,2163577,18901167
TPA,ATL,Tampa-FL,Atlanta-GA,3,107,1,406,200002,2404273,4281905
ELP,DFW,El Paso-TX,Dallas-TX,3390,5220,60,551,200009,680942,10392376
LAX,MIA,Los Angeles-CA,Miami-FL,5423,8676,30,2342,199807,23895178,9383038
MCO,DFW,Orlando-FL,Dallas-TX,2686,3159,27,984,200803,2060968,12602170
SAN,MDW,San Diego-CA,Chicago-IL,15245,20121,147,1728,200804,3019274,19031272
HSV,ATL,Huntsville-AL,Atlanta-GA,141,150,1,151,200906,406316,5475213
DFW,MIA,Dallas-TX,Miami-FL,11868,16500,110,1121,199007,8019250,8149380
MGM,ATL,Montgomery-AL,Atlanta-GA,2863,5808,88,147,199505,326815,3548667
AUS,DFW,Austin-TX,Dallas-TX,104,292,2,183,199209,901055,8314270
MCI,SLN,Kansas City-MO,Salina-KS,116,475,25,162,200807,2046083,60102
SFO,BOS,San Francisco-CA,Boston-MA,6124,9212,49,2704,200902,8635706,9177360
MCO,MDW,Orlando-FL,Chicago-IL,8855,14359,83,989,199612,1422502,17287860
ROA,DTW,Roanoke-VA,Detroit-MI,454,918,27,382,200204,288858,8972134
IAD,DTW,Washington-DC,Detroit-MI,110,216,2,383,199908,9231820,8962394
ALB,DTW,Albany-NY,Detroit-MI,1467,2028,26,488,199207,823094,8653794
CWA,DTW,Wausau-WI,Detroit-MI,1196,1904,56,363,200202,126299,8972134
CVG,DFW,Cincinnati-OH,Dallas-TX,41,50,1,812,200911,2171896,12895230
PWM,EWR,Portland-ME,Newark-NJ,0,139,1,284,199412,448704,17072218
JAX,ATL,Jacksonville-FL,Atlanta-GA,1274,2540,10,270,199103,951090,3163883
PNS,DFW,Pensacola-FL,Dallas-TX,2902,4402,31,604,199307,363513,8450926
DCA,ORD,Washington-DC,Chicago-IL,29767,51597,351,612,199107,8369110,16550288
PDX,TOL,Portland-OR,Toledo-OH,0,0,2,1947,200711,2163577,675351
MSN,EKO,Madison-WI,Elko-NV,91,124,1,1366,199706,494666,47413
PHL,ORD,Philadelphia-PA,Chicago-IL,33,128,1,678,199004,10881988,16395048
SEA,PIA,Seattle-WA,Peoria-IL,186,200,1,1677,200408,6327406,366024
SMF,RNO,Sacramento-CA,Reno-NV,119,150,1,113,200501,2028664,394881
FWA,ATL,Fort Wayne-IN,Atlanta-GA,1002,1550,31,508,200605,406112,5119641
BWI,MIA,Baltimore-MD,Miami-FL,677,940,2,946,199707,2474658,9247394
OKC,DFW,Oklahoma City-OK,Dallas-TX,2932,5940,90,175,199403,1017943,8613622
BOS,AUG,Boston-MA,Augusta-ME,325,2102,62,148,200912,9177360,121090
BOS,TPA,Boston-MA,Tampa-FL,2429,3906,31,1185,199801,8506878,2254405
ORD,BOS,Chicago-IL,Boston-MA,6553,9960,83,867,200207,18490270,8918022
SAN,TUS,San Diego-CA,Tucson-AZ,171,180,1,367,199901,2820844,803618
LGA,MDW,New York-NY,Chicago-IL,3526,5536,32,725,199912,34863448,17655010
MCI,MDW,Kansas City-MO,Chicago-IL,1886,2730,35,405,199104,1657663,16550288
RDU,ORD,Raleigh-NC,Chicago-IL,84,147,1,647,199010,548230,16395048
AMA,DFW,Amarillo-TX,Dallas-TX,8549,17324,122,313,199105,197654,8182938
FWA,DTW,Fort Wayne-IN,Detroit-MI,677,1088,32,128,200012,391066,8914942
SJC,TOL,San Jose-CA,Toledo-OH,0,0,3,2042,200311,1723138,669292
IND,ORD,Indianapolis-IN,Chicago-IL,2230,3036,22,177,200408,1622935,18664180
IAD,DFW,Washington-DC,Dallas-TX,46,138,1,1172,200305,10172752,11164066
MLU,ATL,Monroe-LA,Atlanta-GA,2100,3726,27,448,199402,167160,3444861
BOS,EWR,Boston-MA,Newark-NJ,143,504,4,200,199709,8460622,17264316
LGA,ATL,New York-NY,Atlanta-GA,10893,14124,56,761,200009,36705486,4281905
RDU,ORD,Raleigh-NC,Chicago-IL,4923,10240,80,647,199204,582329,16720340
PHL,ALB,Philadelphia-PA,Albany-NY,379,1111,11,212,199607,11007158,825245
ANC,DFW,Anchorage-AK,Dallas-TX,0,0,21,3043,200409,346057,11379964
CLT,ATL,Charlotte-NC,Atlanta-GA,1952,2940,30,227,199704,1194105,3756986
MAF,DAL,Midland-TX,Dallas-TX,3412,7320,60,319,199904,118490,9703564
RFD,ORD,Rockford-IL,Chicago-IL,36,50,1,63,200808,353381,19031272
PDX,ORD,Portland-OR,Chicago-IL,3137,3726,27,1739,200611,2123960,18797710
DTW,ATL,Detroit-MI,Atlanta-GA,65,156,2,594,200111,8958464,4432950
ROC,ELM,Rochester-NY,Elmira-NY,0,0,45,77,200405,1038019,89366
EWR,DFW,Newark-NJ,Dallas-TX,93,248,2,1372,200201,18590085,10953156
SEA,DTW,Seattle-WA,Detroit-MI,2653,3700,25,1927,200103,6188760,8958464
TYS,ORD,Knoxville-TN,Chicago-IL,2941,4687,43,475,199209,556720,16720340
ATL,ORD,Atlanta-GA,Chicago-IL,0,0,4,606,200407,4802300,18664180
PHL,ORD,Philadelphia-PA,Chicago-IL,4323,7320,61,678,200202,11511748,18490270
JFK,ATL,New York-NY,Atlanta-GA,0,0,4,760,200709,37802334,5267527
DFW,ATL,Dallas-TX,Atlanta-GA,4690,6722,32,732,200502,11632814,4947012
MIA,DFW,Miami-FL,Dallas-TX,349,590,5,1121,199207,8451688,8314270
MCO,DFW,Orlando-FL,Dallas-TX,3429,3870,30,984,200409,1866597,11379964
CVG,MDW,Cincinnati-OH,Chicago-IL,1483,1792,56,249,200308,2066256,18572324
ROC,ATL,Rochester-NY,Atlanta-GA,2277,3307,31,749,199308,1025489,3339551
ATL,MIA,Atlanta-GA,Miami-FL,1689,2449,10,595,200803,5385586,11003504
PBI,BOS,West Palm Beach-FL,Boston-MA,3461,4144,28,1197,199012,4074690,8269386
RDU,ORD,Raleigh-NC,Chicago-IL,3092,4947,51,647,199601,674409,17287860
SYR,ORD,Syracuse-NY,Chicago-IL,335,432,4,607,199806,652649,17529224
DSM,ORD,Des Moines-IA,Chicago-IL,660,1274,7,299,200701,544240,18903872
BOS,EWR,Boston-MA,Newark-NJ,0,0,17,200,200403,8912958,18747431
CLT,BOS,Charlotte-NC,Boston-MA,3524,5692,39,727,199601,1164160,8407438
BDL,MDW,Hartford-CT,Chicago-IL,1719,3973,29,777,200403,1175284,18664180
ATL,MIA,Atlanta-GA,Miami-FL,0,173,1,595,200711,5267527,10930366
ORD,DTW,Chicago-IL,Detroit-MI,50,50,1,235,200501,18724160,8988796
CHS,EWR,Charleston-SC,Newark-NJ,180,208,2,628,199808,542232,17341505
BWI,MDW,Baltimore-MD,Chicago-IL,373,732,6,611,200501,2649586,18724160
ABY,ATL,Albany-GA,Atlanta-GA,3176,5690,122,146,200405,161489,4802300
ATL,ORD,Atlanta-GA,Chicago-IL,0,0,2,606,200605,5119641,18797710
ANC,DFW,Anchorage-AK,Dallas-TX,0,0,5,3043,200205,332703,10953156
JAX,ATL,Jacksonville-FL,Atlanta-GA,10203,13464,66,270,199810,1064764,3872031
SBN,ORD,South Bend-IN,Chicago-IL,149,149,1,84,199708,307978,17405264
LAX,EUG,Los Angeles-CA,Eugene-OR,1265,2170,31,748,200405,25529180,331876
AMA,ACT,Amarillo-TX,Waco-TX,48,50,1,360,200306,232791,219485
BGM,ELM,Binghamton-NY,Elmira-NY,111,408,12,48,199911,247462,91738
CLE,ALB,Cleveland-OH,Albany-NY,421,600,20,424,200007,2147948,827227
LAN,ORD,Lansing-MI,Chicago-IL,3998,6000,120,179,200509,456491,18724160
DFW,AUS,Dallas-TX,Austin-TX,33167,41261,306,183,200002,10392376,1265715
ORD,ALB,Chicago-IL,Albany-NY,3044,4224,96,723,200502,18724160,846357
EWR,ORD,Newark-NJ,Chicago-IL,992,1254,19,719,200910,19069796,19161134
PHX,EWR,Phoenix-AZ,Newark-NJ,2186,3173,19,2133,200501,3884588,18798114
IND,ORD,Indianapolis-IN,Chicago-IL,1060,1194,8,177,200507,1645027,18724160
ILN,ALB,Wilmington-OH,Albany-NY,0,0,19,570,200707,42990,852019
CMH,MDW,Columbus-OH,Chicago-IL,2068,3750,25,284,199606,1509212,17287860
LGA,DAY,New York-NY,Dayton-OH,301,730,5,549,199612,34380072,860650
PHL,BUF,Philadelphia-PA,Buffalo-NY,0,0,16,279,200906,11936504,1123804
LAX,DFW,Los Angeles-CA,Dallas-TX,6408,11781,63,1235,199201,23010408,8314270
ORD,TPA,Chicago-IL,Tampa-FL,1381,2548,14,1012,200210,18490270,2483575
ELP,DFW,El Paso-TX,Dallas-TX,23417,28306,214,551,200503,708683,11632814
LAN,DTW,Lansing-MI,Detroit-MI,3025,6500,52,74,200111,450807,8958464
