Origin,Destination,OriginCity,DestinationCity,Passengers,Seats,Flights,Distance,FlyDate,OriginPopulation,DestinationPopulation
PNS,ORD,Pensacola-FL,Chicago-IL,44,44,1,794,200809,453132,19031272
DRT,LRD,Del Rio-TX,Laredo-TX,0,0,1,151,200701,47521,230848
ORD,OMA,Chicago-IL,Omaha-NE,62,109,1,416,199601,17287860,728169
ELM,DTW,Elmira-NY,Detroit-MI,222,544,16,331,200112,90673,8958464
HGR,PIR,Hagerstown-MD,Pierre-SD,0,0,0,1200,200503,249556,19538
LAS,ORD,Las Vegas-NV,Chicago-IL,157,193,1,1515,200808,1879093,19031272
MHR,DFW,Sacramento-CA,Dallas-TX,0,0,2,1414,200912,2127355,12895230
CEC,ACV,Crescent City-CA,Eureka-CA,167,855,45,56,199004,23984,119596
SJC,AFW,San Jose-CA,Dallas-TX,0,0,1,1421,200507,1737313,11632814
MCI,ORD,Kansas City-MO,Chicago-IL,66,66,1,403,200809,2046083,19031272
ABE,ATL,Allentown-PA,Atlanta-GA,75,149,1,692,199912,718662,3988728
ILN,AUS,Wilmington-OH,Austin-TX,0,0,1,1008,200403,41798,1418999
LAN,DTW,Lansing-MI,Detroit-MI,0,0,1,74,200406,456759,8996622
MCI,AFW,Kansas City-MO,Dallas-TX,0,0,16,459,200412,1935840,11379964
ELP,AFW,El Paso-TX,Dallas-TX,0,0,1,536,200402,702433,11379964
BIL,BTM,Billings-MT,Butte-MT,542,1008,56,191,199203,126284,34211
LIT,LRD,Little Rock-AR,Laredo-TX,0,0,1,654,199701,575523,180370
MEM,DFW,Memphis-TN,Dallas-TX,0,0,1,432,199912,1169733,9703564
FLL,MIA,Fort Lauderdale-FL,Miami-FL,0,0,1,21,200301,5280671,10561342
LAS,EWR,Las Vegas-NV,Newark-NJ,490,571,4,2227,199203,841113,16930924
AUS,DFW,Austin-TX,Dallas-TX,16710,27087,195,183,199504,1001054,8787062
FWA,RNO,Fort Wayne-IN,Reno-NV,145,150,1,1819,200508,402638,394881
COS,DFW,Colorado Springs-CO,Dallas-TX,186,200,2,592,199403,469349,8613622
OMA,TUL,Omaha-NE,Tulsa-OK,57,130,1,352,199008,687569,762784
CLT,AUS,Charlotte-NC,Austin-TX,120,136,1,1033,200410,1471706,1418999
OMA,DTW,Omaha-NE,Detroit-MI,182,250,2,651,200608,820051,8969084
LBF,OMA,North Platte-NE,Omaha-NE,0,0,20,251,200709,36697,829183
MIA,DTW,Miami-FL,Detroit-MI,169,170,1,1145,200104,10240512,8958464
GRR,DTW,Grand Rapids-MI,Detroit-MI,87,150,1,120,199201,668870,8653794
VIS,FAT,Visalia-CA,Fresno-CA,177,1470,49,36,200211,378285,828245
CMH,MIA,Columbus-OH,Miami-FL,159,250,5,990,200507,1714463,10886318
BWI,BOS,Baltimore-MD,Boston-MA,0,0,1,370,200212,2600580,8918022
MIA,BOS,Miami-FL,Boston-MA,17274,24000,90,1258,199705,9247394,8460622
CLL,ACT,College Station-TX,Waco-TX,34,34,1,87,199711,163017,202385
ACY,ALB,Atlantic City-NJ,Albany-NY,30,122,1,231,200403,266015,843928
MDW,ATL,Chicago-IL,Atlanta-GA,12024,16848,144,590,200603,18797710,5119641
ESF,DFW,Alexandria-LA,Dallas-TX,85,129,6,297,199308,142632,8450926
MSO,EKO,Missoula-MT,Elko-NV,88,124,1,429,199311,84405,40259
MEM,DAY,Memphis-TN,Dayton-OH,0,0,4,460,200509,1261429,843575
BHM,MDW,Birmingham-AL,Chicago-IL,718,1096,8,570,200206,1065089,18490270
TOL,ATL,Toledo-OH,Atlanta-GA,0,0,1,549,200406,671681,4802300
ILN,ALB,Wilmington-OH,Albany-NY,0,0,8,570,200605,42837,850541
FAT,RNO,Fresno-CA,Reno-NV,47,50,1,188,200303,844194,374743
IND,PIA,Indianapolis-IN,Peoria-IL,0,0,14,191,200312,1600165,364769
SPS,LAW,Wichita Falls-TX,Lawton-OK,0,0,0,40,199401,141686,113272
TYS,ACT,Knoxville-TN,Waco-TX,50,50,1,815,200608,671227,225559
DCA,MDW,Washington-DC,Chicago-IL,13777,20165,122,601,200508,10458534,18724160
ATL,DFW,Atlanta-GA,Dallas-TX,0,0,0,732,199710,3756986,9231044
CHA,DFW,Chattanooga-TN,Dallas-TX,963,1188,27,695,200606,510542,11998822
SLC,TPA,Salt Lake City-UT,Tampa-FL,0,54,1,1887,200403,1030597,2578104
YNG,ERI,Youngstown-OH,Erie-PA,0,122,1,62,200703,571145,279804
ORD,ALB,Chicago-IL,Albany-NY,138,276,2,723,200511,18724160,846357
PHX,LRD,Phoenix-AZ,Laredo-TX,92,124,1,848,200503,3884588,220968
GEG,DFW,Spokane-WA,Dallas-TX,0,0,3,1476,200912,468684,12895230
LAS,ORD,Las Vegas-NV,Chicago-IL,14,148,1,1515,199203,841113,16720340
BPT,DFW,Beaumont-TX,Dallas-TX,45,50,1,270,200105,381705,10709246
MIA,AUS,Miami-FL,Austin-TX,112,150,1,1107,199705,9247394,1067953
ILN,TUL,Wilmington-OH,Tulsa-OK,0,0,14,695,200311,41441,876919
SJT,DFW,San Angelo-TX,Dallas-TX,35,44,1,228,200304,106395,11164066
GSP,DFW,Greenville-SC,Dallas-TX,3796,5600,112,862,200909,639617,12895230
GRR,TPA,Grand Rapids-MI,Tampa-FL,163,400,4,1041,200509,767149,2638814
BLI,RNO,Bellingham-WA,Reno-NV,147,150,1,656,200704,192843,410616
DCA,ORD,Washington-DC,Chicago-IL,217,220,2,612,200907,10952482,19161134
MSP,ORD,Minneapolis-MN,Chicago-IL,0,0,1,334,200311,3078253,18572324
LAX,TUS,Los Angeles-CA,Tucson-AZ,80,122,1,451,199411,23179000,734155
IND,MDW,Indianapolis-IN,Chicago-IL,50,50,1,162,200710,1697656,18903872
LGA,BOS,New York-NY,Boston-MA,56,183,1,185,200704,37802334,9007842
MCO,BGR,Orlando-FL,Bangor-ME,10107,9100,28,1322,199308,1334092,146980
BIL,ORD,Billings-MT,Chicago-IL,1955,2244,34,1060,200808,152320,19031272
PHX,EWR,Phoenix-AZ,Newark-NJ,251,296,2,2133,199401,2549507,17072218
MSY,DAL,New Orleans-LA,Dallas-TX,919,1644,12,437,200508,1313460,11632814
ILN,YIP,Wilmington-OH,Detroit-MI,0,0,1,190,200207,41220,8972134
RDD,EKO,Redding-CA,Elko-NV,115,124,1,342,199801,164156,48011
TUS,MDW,Tucson-AZ,Chicago-IL,3442,4110,30,1440,200704,996593,18903872
STL,TUS,St. Louis-MO,Tucson-AZ,59,115,1,1244,199012,2584656,668242
SNA,AUS,Santa Ana-CA,Austin-TX,35,150,1,1205,200109,12525736,1324426
HOU,ATL,Houston-TX,Atlanta-GA,37,59,1,696,200511,5299567,4947012
MSP,LRD,Minneapolis-MN,Laredo-TX,166,170,1,1243,200402,3106569,215775
SLC,TPA,Salt Lake City-UT,Tampa-FL,125,173,1,1887,200110,988989,2442189
HOU,DTW,Houston-TX,Detroit-MI,174,250,2,1093,199803,4445918,8944948
SAT,MDW,San Antonio-TX,Chicago-IL,2248,3288,24,1036,200808,2030691,19031272
MSY,ATL,New Orleans-LA,Atlanta-GA,68,134,1,425,199403,1286646,3444861
GRB,ORD,Green Bay-WI,Chicago-IL,29,37,1,174,200802,302322,19031272
CVG,TPA,Cincinnati-OH,Tampa-FL,0,150,1,773,200801,2158643,2730007
CLT,DFW,Charlotte-NC,Dallas-TX,51,146,1,937,199702,1194105,9231044
SVN,MIA,Savannah-GA,Miami-FL,0,173,1,431,200809,334562,11003504
XNA,DFW,Fayetteville-AR,Dallas-TX,556,1200,40,281,200305,382645,11164066
MSP,MIA,Minneapolis-MN,Miami-FL,266,373,3,1501,200101,3024111,10240512
PIA,DAY,Peoria-IL,Dayton-OH,0,0,2,294,200412,366024,845594
CVG,TUL,Cincinnati-OH,Tulsa-OK,102,150,1,646,199705,1964172,819477
LEX,OCF,Lexington-KY,Ocala-FL,0,0,2,626,200406,432055,289817
RFD,LRD,Rockford-IL,Laredo-TX,0,0,1,1166,200702,350765,230848
MOT,YIP,Minot-ND,Detroit-MI,0,0,1,958,200407,64982,8996622
TPA,DTW,Tampa-FL,Detroit-MI,109,149,1,983,199708,2225002,8934802
BUF,ATL,Buffalo-NY,Atlanta-GA,23,107,1,712,199301,1190660,3339551
BWI,BUF,Baltimore-MD,Buffalo-NY,6088,9453,69,281,200208,2600580,1158368
BNA,TPA,Nashville-TN,Tampa-FL,119,300,2,612,199501,1161336,2175213
BTV,DLH,Burlington-VT,Duluth-MN,35,50,1,934,200703,206155,273889
GPT,ATL,Gulfport-MS,Atlanta-GA,88,100,2,352,200805,236155,5385586
LFT,MCN,Lafayette-LA,Macon-GA,48,50,1,521,200612,254839,229027
MCI,MDW,Kansas City-MO,Chicago-IL,359,610,5,405,199005,1640780,16395048
LRD,DAL,Laredo-TX,Dallas-TX,0,0,3,396,200405,215775,11379964
HLN,BTM,Helena-MT,Butte-MT,637,1998,111,51,199511,61963,34564
GCC,CPR,Gillette-WY,Casper-WY,0,0,27,110,200305,36086,67957
CLE,TPA,Cleveland-OH,Tampa-FL,136,152,1,927,200712,2099185,2711222
LAX,EWR,Los Angeles-CA,Newark-NJ,0,173,1,2454,200809,25536790,18968501
MSP,BUF,Minneapolis-MN,Buffalo-NY,72,100,1,734,200905,3269814,1123804
CID,DFW,Cedar Rapids-IA,Dallas-TX,4295,5900,118,685,200710,252237,12313304
ABQ,DAL,Albuquerque-NM,Dallas-TX,17123,26578,194,580,199611,680994,8994450
IND,TUS,Indianapolis-IN,Tucson-AZ,140,150,1,1473,200707,1697656,996593
SJC,DFW,San Jose-CA,Dallas-TX,19936,23000,165,1438,200803,1810646,12602170
ILN,EWR,Wilmington-OH,Newark-NJ,0,0,23,520,200703,42990,18901167
TOL,EWR,Toledo-OH,Newark-NJ,0,0,6,506,200309,669292,18671320
MIA,MDW,Miami-FL,Chicago-IL,1989,3151,23,1182,200711,10930366,18903872
PDX,DTW,Portland-OR,Detroit-MI,645,958,5,1953,199710,1800340,8934802
TPA,CAK,Tampa-FL,Akron-OH,2402,3159,27,894,200702,2711222,700559
STL,BOS,St. Louis-MO,Boston-MA,0,0,0,1046,199303,2616153,8260582
TPA,DTW,Tampa-FL,Detroit-MI,49,143,1,983,200504,2638814,8988796
MSP,ATL,Minneapolis-MN,Atlanta-GA,228,390,5,906,199311,2654810,3339551
LGA,OMA,New York-NY,Omaha-NE,144,144,1,1148,199807,34683010,742096
YUM,DAL,Yuma-AZ,Dallas-TX,0,0,1,1033,200310,169297,11164066
IAH,ORD,Houston-TX,Chicago-IL,0,0,1,925,200308,5084017,18572324
LBB,DAL,Lubbock-TX,Dallas-TX,3664,6028,44,293,200303,259146,11164066
BMI,OMA,Bloomington-IL,Omaha-NE,647,2142,18,369,200102,152622,775380
RUT,ALB,Rutland-VT,Albany-NY,0,0,21,69,200612,63484,850541
DFW,MOB,Dallas-TX,Mobile-AL,68,118,1,540,199201,8314270,388122
PHX,BUF,Phoenix-AZ,Buffalo-NY,118,137,1,1912,200203,3496957,1158368
LIT,TUL,Little Rock-AR,Tulsa-OK,97,432,4,230,199111,540243,772997
SEA,EWR,Seattle-WA,Newark-NJ,385,736,2,2401,200207,6243790,18590085
CVG,TPA,Cincinnati-OH,Tampa-FL,125,150,1,773,200806,2158643,2730007
EWR,MDW,Newark-NJ,Chicago-IL,0,0,0,711,199408,17072218,17018756
MEM,TOL,Memphis-TN,Toledo-OH,0,0,1,562,200902,1304926,672220
LGA,DTW,New York-NY,Detroit-MI,140,149,1,501,200206,37180170,8972134
LAX,FOE,Los Angeles-CA,Topeka-KS,66,143,1,1309,200712,25385206,228615
ACT,DAL,Waco-TX,Dallas-TX,45,50,1,88,200006,214093,10392376
SLC,DFW,Salt Lake City-UT,Dallas-TX,93,149,1,988,199811,906185,9475022
SBN,MDW,South Bend-IN,Chicago-IL,1700,3604,106,74,200010,316977,18235464
CAK,ORD,Akron-OH,Chicago-IL,1909,2650,53,344,200501,700649,18724160
HLN,BZN,Helena-MT,Bozeman-MT,63,149,1,69,199801,63705,62561
JAX,DFW,Jacksonville-FL,Dallas-TX,128,142,1,918,199004,931288,8019250
CVG,MDW,Cincinnati-OH,Chicago-IL,988,1200,24,249,200306,2066256,18572324
CMH,ORD,Columbus-OH,Chicago-IL,15,130,1,296,199211,1450699,16720340
BDL,BOS,Hartford-CT,Boston-MA,0,0,1,91,200710,1186341,9007842
MEM,TPA,Memphis-TN,Tampa-FL,0,0,1,656,200503,1261429,2638814
BUF,DTW,Buffalo-NY,Detroit-MI,25,34,1,240,199906,1142121,8962394
OMA,EKO,Omaha-NE,Elko-NV,487,496,4,1037,199804,742096,48011
GRK,DFW,Killeen-TX,Dallas-TX,46,50,1,134,200604,358547,11998822
TOL,DTW,Toledo-OH,Detroit-MI,2343,5100,150,49,199905,650257,8962394
SJC,DAL,San Jose-CA,Dallas-TX,43,56,1,1450,200303,1723138,11164066
PVD,BOS,Providence-RI,Boston-MA,28,50,1,49,200707,1599496,9007842
LIT,EWR,Little Rock-AR,Newark-NJ,895,1350,27,1069,200810,675921,18968501
MHT,BUF,Manchester-NH,Buffalo-NY,76,110,1,370,199709,357617,1162332
SAT,DRT,San Antonio-TX,Del Rio-TX,0,34,1,152,200505,1878120,47033
SYR,ALB,Syracuse-NY,Albany-NY,401,1330,70,119,199301,670688,826194
DCA,DTW,Washington-DC,Detroit-MI,39,78,1,405,199302,8575206,8711888
HNL,ORD,Honolulu-HI,Chicago-IL,461,588,2,4243,199103,846594,16550288
ELM,FNT,Elmira-NY,Flint-MI,21,50,1,354,200711,88058,434086
ATL,ALB,Atlanta-GA,Albany-NY,1829,2100,30,852,200603,5119641,850541
BWI,TPA,Baltimore-MD,Tampa-FL,7,142,1,842,199206,2427277,2113572
PHX,ATL,Phoenix-AZ,Atlanta-GA,148,252,1,1587,199712,2841395,3756986
RIC,DFW,Richmond-VA,Dallas-TX,0,0,3,1158,200612,1195634,11998822
ELP,AOH,El Paso-TX,Lima-OH,0,0,1,1385,200309,694672,106527
TWF,DFW,Twin Falls-ID,Dallas-TX,60,124,1,1159,199301,73110,8450926
IAD,ORD,Washington-DC,Chicago-IL,378,440,4,589,200605,10530024,18797710
LAS,EWR,Las Vegas-NV,Newark-NJ,153,174,1,2227,200703,1838635,18901167
LAX,AFW,Los Angeles-CA,Dallas-TX,0,0,7,1218,200301,25434866,11164066
MIA,TPA,Miami-FL,Tampa-FL,0,66,1,204,200612,10933486,2684639
FWA,MIA,Fort Wayne-IN,Miami-FL,0,0,34,1084,200503,402638,10886318
BNA,DTW,Nashville-TN,Detroit-MI,14,78,1,457,200309,1386743,8985512
LGA,MIA,New York-NY,Miami-FL,112,172,1,1097,199203,33861848,8451688
MIA,MIA,Miami-FL,Miami-FL,0,0,1,0,199409,8746902,8746902
IND,FNT,Indianapolis-IN,Flint-MI,0,0,19,260,200310,1600165,439544
ATL,MDW,Atlanta-GA,Chicago-IL,177,216,1,590,200208,4555490,18490270
DFW,TUL,Dallas-TX,Tulsa-OK,15,37,1,237,200003,10392376,861369
ACT,DAL,Waco-TX,Dallas-TX,20,50,1,88,200608,225559,11998822
DCA,OMA,Washington-DC,Omaha-NE,51,60,1,1012,199910,9231820,748056
PNS,AGS,Pensacola-FL,Augusta-GA,105,107,1,366,199601,383139,473714
DAY,DAL,Dayton-OH,Dallas-TX,0,0,2,855,200401,845594,11379964
BGR,BOS,Bangor-ME,Boston-MA,631,2480,31,201,199305,146980,8260582
DCA,DAY,Washington-DC,Dayton-OH,260,392,4,391,199406,8673930,859147
MIA,BOS,Miami-FL,Boston-MA,1,97,1,1258,199009,8149380,8269386
LAX,MDW,Los Angeles-CA,Chicago-IL,39,54,1,1750,200903,25749594,19161134
RIC,TPA,Richmond-VA,Tampa-FL,31,37,1,723,200605,1195634,2684639
JST,AOO,Johnstown-PA,Altoona-PA,0,1520,45,27,200908,143998,126122
LAS,RNO,Las Vegas-NV,Reno-NV,31805,41374,302,345,200611,1778129,402383
SLC,PVU,Salt Lake City-UT,Provo-UT,0,173,1,41,200211,1001874,405742
AVP,MCN,Scranton-PA,Macon-GA,0,50,1,739,200805,549321,230735
ORD,YIP,Chicago-IL,Detroit-MI,0,0,1,226,200203,18490270,8972134
SHV,MLU,Shreveport-LA,Monroe-LA,24,107,1,105,199505,361143,167974
OAK,TUS,Oakland-CA,Tucson-AZ,2129,3562,26,747,199807,3998233,790333
DSM,DFW,Des Moines-IA,Dallas-TX,1046,1820,26,624,200901,562906,12895230
FAT,FAT,Fresno-CA,Fresno-CA,72,164,1,0,200406,857162,857162
MHR,RNO,Sacramento-CA,Reno-NV,0,0,19,105,200302,1967052,374743
IAH,EWR,Houston-TX,Newark-NJ,131,216,1,1400,200611,5484883,18825633
IAH,TUL,Houston-TX,Tulsa-OK,243,701,5,429,199410,4127013,794748
DCA,TPA,Washington-DC,Tampa-FL,77,144,1,814,200405,10317048,2578104
BGR,DOV,Bangor-ME,Dover-DE,0,0,1,520,200805,149268,155492
SFO,FAT,San Francisco-CA,Fresno-CA,4227,7050,235,158,200603,8325566,878024
HNL,ORD,Honolulu-HI,Chicago-IL,10277,10788,31,4243,200808,902745,19031272
MDW,DFW,Chicago-IL,Dallas-TX,257,280,4,797,200510,18724160,11632814
BGR,BOS,Bangor-ME,Boston-MA,1094,1980,45,201,200309,147123,8916374
MFR,RDM,Medford-OR,Bend-OR,0,18,1,156,199601,168209,98602
ATL,MOB,Atlanta-GA,Mobile-AL,87,150,1,302,200212,4555490,398417
OMA,AUS,Omaha-NE,Austin-TX,93,114,1,772,200512,810493,1464309
BOS,DFW,Boston-MA,Dallas-TX,1214,2856,14,1562,199012,8269386,8019250
TYS,MDW,Knoxville-TN,Chicago-IL,86,173,1,459,199811,602012,17529224
PHX,ATL,Phoenix-AZ,Atlanta-GA,128,254,1,1587,199108,2302011,3163883
LGA,DTW,New York-NY,Detroit-MI,55,124,1,501,200012,36705486,8914942
SLC,AGS,Salt Lake City-UT,Augusta-GA,221,295,1,1725,199502,867700,473422
BOS,MIA,Boston-MA,Miami-FL,10956,16536,62,1258,200405,8912958,10725356
SJT,DFW,San Angelo-TX,Dallas-TX,36,37,1,228,200312,106395,11164066
SAV,EWR,Savannah-GA,Newark-NJ,3359,4300,86,708,199910,288426,17431724
MSY,TPA,New Orleans-LA,Tampa-FL,11894,18769,137,487,200305,1312039,2522780
ANC,TOL,Anchorage-AK,Toledo-OH,0,0,8,3003,199306,295958,652366
BDL,TPA,Hartford-CT,Tampa-FL,261,274,2,1111,200912,1195998,2747272
TUL,AFW,Tulsa-OK,Dallas-TX,0,0,20,236,200412,877172,11379964
SYR,ATL,Syracuse-NY,Atlanta-GA,67,154,1,793,200211,648854,4555490
GEG,BTM,Spokane-WA,Butte-MT,285,540,30,265,199610,404173,34525
JFK,MIA,New York-NY,Miami-FL,0,0,1,1090,199509,34261384,8913928
TUS,ORD,Tucson-AZ,Chicago-IL,7021,8252,59,1437,200811,1009832,19031272
LAX,AFW,Los Angeles-CA,Dallas-TX,0,0,30,1218,200407,25529180,11379964
ANC,DAY,Anchorage-AK,Dayton-OH,0,0,1,3079,200206,332703,845416
LIT,ATL,Little Rock-AR,Atlanta-GA,0,120,1,453,200606,657664,5119641
PBI,ATL,West Palm Beach-FL,Atlanta-GA,18,142,1,545,199104,4156265,3163883
PDX,DFW,Portland-OR,Dallas-TX,0,0,1,1616,200407,2052776,11379964
MCO,DTW,Orlando-FL,Detroit-MI,953,1708,14,957,199309,1334092,8711888
CAE,ABY,Columbia-SC,Albany-GA,0,0,4,244,200305,673209,161185
HNL,ATL,Honolulu-HI,Atlanta-GA,0,0,0,4502,199710,873115,3756986
DCA,ALB,Washington-DC,Albany-NY,35,144,1,318,200404,10317048,843928
AUS,RNO,Austin-TX,Reno-NV,113,140,1,1405,200801,1654100,416657
BUF,ERI,Buffalo-NY,Erie-PA,37,37,1,95,200211,1158368,281920
STL,ATL,St. Louis-MO,Atlanta-GA,13086,21726,153,483,199704,2651494,3756986
LGA,BOS,New York-NY,Boston-MA,164,250,5,185,200605,37651266,8946954
LGA,ATL,New York-NY,Atlanta-GA,30937,43736,308,761,199604,34380072,3652439
ALB,MDW,Albany-NY,Chicago-IL,135,274,2,717,200811,854301,19031272
BGR,EWR,Bangor-ME,Newark-NJ,0,0,1,393,200312,147123,18671320
DTW,TOL,Detroit-MI,Toledo-OH,893,1496,44,49,200204,8972134,666252
CVG,TPA,Cincinnati-OH,Tampa-FL,1756,2051,27,773,200902,2171896,2747272
MHT,ALB,Manchester-NH,Albany-NY,152,494,26,121,200504,398927,846357
MEM,LRD,Memphis-TN,Laredo-TX,0,0,14,762,200602,1280666,225985
ATL,MCN,Atlanta-GA,Macon-GA,0,152,2,79,200911,5475213,231576
IND,EWR,Indianapolis-IN,Newark-NJ,0,0,1,644,200608,1671898,18825633
ELP,YIP,El Paso-TX,Detroit-MI,0,0,1,1447,199511,668890,8837982
SEA,EKO,Seattle-WA,Elko-NV,845,1116,9,560,199607,5621538,45034
ANC,MIA,Anchorage-AK,Miami-FL,0,0,2,4004,200604,359341,10933486
MQT,LRD,Marquette-MI,Laredo-TX,0,0,10,1453,200612,65129,225985
PHX,DFW,Phoenix-AZ,Dallas-TX,39642,61160,440,868,199804,2930726,9475022
BOS,ERI,Boston-MA,Erie-PA,15,50,1,471,200401,8912958,279790
SLC,AFW,Salt Lake City-UT,Dallas-TX,0,0,1,972,200712,1092594,12313304
PIT,TPA,Pittsburgh-PA,Tampa-FL,1966,2560,20,873,199405,2471125,2154044
BDL,TOL,Hartford-CT,Toledo-OH,0,0,1,575,200404,1175284,671681
MAF,DAL,Midland-TX,Dallas-TX,91,122,1,319,200312,117957,11164066
ATL,YIP,Atlanta-GA,Detroit-MI,0,0,2,595,200411,4802300,8996622
CMH,EWR,Columbus-OH,Newark-NJ,41,113,1,462,199605,1509212,17190036
SFO,CIC,San Francisco-CA,Chico-CA,20,30,1,153,199102,7498756,186851
DAL,DRT,Dallas-TX,Del Rio-TX,0,0,1,344,200709,12313304,47521
MEM,TUP,Memphis-TN,Tupelo-MS,32,50,1,88,200806,1298529,133063
JFK,ORD,New York-NY,Chicago-IL,0,0,1,740,199008,33737966,16395048
JAX,MIA,Jacksonville-FL,Miami-FL,0,150,1,334,199303,978930,8572430
IDA,BZN,Idaho Falls-ID,Bozeman-MT,947,2160,29,163,200801,123123,89812
MSP,CPR,Minneapolis-MN,Casper-WY,543,1500,30,674,200804,3237612,73057
STL,TPA,St. Louis-MO,Tampa-FL,2338,4088,28,869,199602,2642938,2195269
MHR,DFW,Sacramento-CA,Dallas-TX,0,0,4,1414,200511,2028664,11632814
GRK,TUS,Killeen-TX,Tucson-AZ,0,120,1,776,200802,379569,1009832
MSP,BUF,Minneapolis-MN,Buffalo-NY,130,148,1,734,200608,3167666,1130913
ILN,BUF,Wilmington-OH,Buffalo-NY,0,0,17,357,200301,41441,1154212
BOS,BGR,Boston-MA,Bangor-ME,40,139,1,201,199407,8293684,147183
JFK,BOS,New York-NY,Boston-MA,0,0,0,187,199401,34144436,8293684
ABQ,ABI,Albuquerque-NM,Abilene-TX,124,124,1,438,199802,692551,153457
BGM,DTW,Binghamton-NY,Detroit-MI,93,136,4,378,199710,250447,8934802
BNA,MIA,Nashville-TN,Miami-FL,162,236,2,806,199210,1086033,8451688
PHL,TOL,Philadelphia-PA,Toledo-OH,0,0,1,464,200301,11575576,669292
MDT,TOL,Harrisburg-PA,Toledo-OH,0,0,1,381,200712,529783,675351
MKE,MIA,Milwaukee-WI,Miami-FL,103,120,1,1259,199002,1434279,8149380
MSP,DLH,Minneapolis-MN,Duluth-MN,0,0,1,144,200610,3167666,273716
MEM,DTW,Memphis-TN,Detroit-MI,0,0,1,610,200511,1261429,8988796
MKE,RNO,Milwaukee-WI,Reno-NV,144,150,1,1667,200704,1544818,410616
SLC,AUS,Salt Lake City-UT,Austin-TX,148,150,1,1085,200704,1092594,1594525
LAS,AUS,Las Vegas-NV,Austin-TX,490,548,4,1090,200412,1646875,1418999
SAV,DFW,Savannah-GA,Dallas-TX,34,37,1,925,200202,301662,10953156
EYW,ATL,Key West-FL,Atlanta-GA,3631,4130,59,646,200307,78880,4673146
ROA,EWR,Roanoke-VA,Newark-NJ,0,0,1,389,200212,288858,18590085
CRP,DAL,Corpus Christi-TX,Dallas-TX,37,122,1,352,199806,409279,9475022
OGG,DFW,Kahului-HI,Dallas-TX,6481,7006,31,3711,200203,132672,10953156
NQX,MIA,Key West-FL,Miami-FL,117,150,1,121,199501,81465,8913928
CHS,DTW,Charleston-SC,Detroit-MI,3174,3798,78,668,200505,601429,8988796
EKO,EUG,Elko-NV,Eugene-OR,50,122,1,442,200106,46622,324829
DCA,ALB,Washington-DC,Albany-NY,27,46,1,318,199801,9079986,819851
ROC,TOL,Rochester-NY,Toledo-OH,0,0,2,331,200301,1039674,669292
PHL,ERI,Philadelphia-PA,Erie-PA,942,1517,41,300,200810,11880992,279647
DHN,ATL,Dothan-AL,Atlanta-GA,3,30,1,171,200210,131633,4555490
DTW,TUL,Detroit-MI,Tulsa-OK,31,244,2,790,199802,8944948,831724
DFW,ACT,Dallas-TX,Waco-TX,4659,7582,223,89,200106,10709246,215561
ABQ,DAL,Albuquerque-NM,Dallas-TX,439,488,4,580,199610,680994,8994450
PWM,ORD,Portland-ME,Chicago-IL,34,37,1,900,200406,509528,18664180
BOS,ATL,Boston-MA,Atlanta-GA,26,148,1,946,200211,8918022,4555490
SFO,DFW,San Francisco-CA,Dallas-TX,16339,26883,143,1464,199709,7885792,9231044
RDU,ATL,Raleigh-NC,Atlanta-GA,0,0,1,356,200711,1045871,5267527
YIP,AFW,Detroit-MI,Dallas-TX,0,0,1,987,200605,8969084,11998822
ALB,BOS,Albany-NY,Boston-MA,301,918,27,145,199510,828038,8357434
PIA,ATL,Peoria-IL,Atlanta-GA,3286,4240,92,564,200408,366024,4802300
LAS,FAT,Las Vegas-NV,Fresno-CA,110,150,1,258,200604,1778129,878024
DTW,DFW,Detroit-MI,Dallas-TX,26,125,1,987,200505,8988796,11632814
SJC,DAL,San Jose-CA,Dallas-TX,37,56,1,1450,200510,1737313,11632814
MKE,ATL,Milwaukee-WI,Atlanta-GA,9209,13206,93,669,199610,1461595,3652439
LRD,GYY,Laredo-TX,Gary-IN,0,0,1,1186,200212,205096,9245135
BUF,DAY,Buffalo-NY,Dayton-OH,0,122,1,354,200308,1154212,845508
IAD,MIA,Washington-DC,Miami-FL,1405,2432,19,921,199012,8270942,8149380
JAX,ORD,Jacksonville-FL,Chicago-IL,44,44,1,865,200509,1248524,18724160
LGA,ACT,New York-NY,Waco-TX,115,133,1,1444,200003,36705486,214093
DTW,TUL,Detroit-MI,Tulsa-OK,35,274,2,790,200012,8914942,861369
SJC,RNO,San Jose-CA,Reno-NV,46,122,1,188,200305,1723138,374743
FLL,AUS,Fort Lauderdale-FL,Austin-TX,144,148,1,1105,200910,5547051,1705075
GRI,OMA,Grand Island-NE,Omaha-NE,0,0,45,128,200705,69429,829183
RDU,TPA,Raleigh-NC,Tampa-FL,37,150,1,587,200302,889313,2522780
OKC,EWR,Oklahoma City-OK,Newark-NJ,97,104,2,1325,200412,1140779,18747431
MSP,MIA,Minneapolis-MN,Miami-FL,80,194,1,1501,199808,2830434,9383038
BUF,BOS,Buffalo-NY,Boston-MA,76,100,2,396,200705,1125965,9007842
HOU,EKO,Houston-TX,Elko-NV,105,122,1,1387,200207,4978638,45640
OAK,FAT,Oakland-CA,Fresno-CA,0,0,1,152,200201,4165678,828245
ATL,ABY,Atlanta-GA,Albany-GA,361,1450,29,146,200009,4281905,157757
MDW,TPA,Chicago-IL,Tampa-FL,338,411,3,997,200906,19161134,2747272
