Origin,Destination,OriginCity,DestinationCity,Passengers,Seats,Flights,Distance,FlyDate,OriginPopulation,DestinationPopulation
GRR,ATL,Grand Rapids-MI,Atlanta-GA,118,150,3,640,200803,776505,5385586
LAW,ATL,Lawton-OK,Atlanta-GA,1956,2800,56,804,200806,112249,5385586
MSP,MDW,Minneapolis-MN,Chicago-IL,10,50,1,349,200305,3078253,18572324
PVD,BGR,Providence-RI,Bangor-ME,650,3588,26,250,199401,1504363,147183
ATL,DHN,Atlanta-GA,Dothan-AL,1727,3564,54,171,200806,5385586,141446
ABQ,ORD,Albuquerque-NM,Chicago-IL,480,528,8,1118,200810,846582,19031272
ATL,YIP,Atlanta-GA,Detroit-MI,0,0,1,595,200004,4281905,8914942
MIA,ORD,Miami-FL,Chicago-IL,0,0,1,1197,199301,8572430,16876600
MKE,BOS,Milwaukee-WI,Boston-MA,274,300,5,860,199411,1459322,8293684
TUL,DAL,Tulsa-OK,Dallas-TX,226,366,3,237,200908,929015,12895230
FWA,MIA,Fort Wayne-IN,Miami-FL,0,0,21,1084,200605,406112,10933486
LFT,LRD,Lafayette-LA,Laredo-TX,0,0,4,489,200711,256826,230848
BNA,DFW,Nashville-TN,Dallas-TX,0,0,1,631,200510,1450538,11632814
RST,DTW,Rochester-MN,Detroit-MI,1091,1338,30,477,200506,176068,8988796
PBG,BOS,Plattsburgh-NY,Boston-MA,482,828,92,201,200909,81618,9177360
CAK,DAY,Akron-OH,Dayton-OH,62,70,1,162,200604,700013,841558
TPA,ALB,Tampa-FL,Albany-NY,4382,4521,33,1130,200803,2730007,854301
MDT,EWR,Harrisburg-PA,Newark-NJ,0,0,1,141,200206,513711,18590085
SEA,TUS,Seattle-WA,Tucson-AZ,77,140,1,1216,200407,6327406,924205
STL,TPA,St. Louis-MO,Tampa-FL,42,173,1,869,200303,2743862,2522780
PBI,EWR,West Palm Beach-FL,Newark-NJ,29,94,1,1024,199204,4225844,16930924
CLT,ADM,Charlotte-NC,Ardmore-OK,0,0,1,916,200404,1471706,55547
MCO,DFW,Orlando-FL,Dallas-TX,34494,40432,222,984,200602,1999994,11998822
MEM,DFW,Memphis-TN,Dallas-TX,0,0,1,432,200909,1304926,12895230
RIC,ATL,Richmond-VA,Atlanta-GA,93,107,1,481,199304,992418,3339551
ANC,DTW,Anchorage-AK,Detroit-MI,3782,5152,28,2985,199308,295958,8711888
ABQ,ORD,Albuquerque-NM,Chicago-IL,139,142,1,1118,199208,626380,16720340
MKE,EKO,Milwaukee-WI,Elko-NV,361,372,3,1439,199403,1459322,41668
FLO,ATL,Florence-SC,Atlanta-GA,0,66,1,273,200802,200231,5385586
MSY,AUS,New Orleans-LA,Austin-TX,100,122,1,446,200308,1312039,1382693
SAN,FAT,San Diego-CA,Fresno-CA,3151,4050,81,314,200805,3019274,903133
EWR,TUS,Newark-NJ,Tucson-AZ,176,248,2,2116,200706,18901167,996593
SFO,EUG,San Francisco-CA,Eugene-OR,159,172,1,451,200310,8306286,330447
MHT,BOS,Manchester-NH,Boston-MA,0,172,1,45,200604,401242,8946954
LEX,DFW,Lexington-KY,Dallas-TX,0,247,1,785,200709,455492,12313304
MDW,MIA,Chicago-IL,Miami-FL,9757,13392,62,1182,200112,18385002,10240512
PVD,DTW,Providence-RI,Detroit-MI,139,200,2,614,200404,1616874,8996622
ALO,DAL,Waterloo-IA,Dallas-TX,0,0,1,712,200611,162314,11998822
SMF,ACV,Sacramento-CA,Eureka-CA,597,1350,45,207,200802,2101138,128852
MEM,DTW,Memphis-TN,Detroit-MI,0,0,1,610,200406,1249048,8996622
AEX,TUS,Alexandria-LA,Tucson-AZ,0,120,1,1083,200604,152167,975476
HNL,ORD,Honolulu-HI,Chicago-IL,498,2149,7,4243,200102,877189,18385002
LAS,MDW,Las Vegas-NV,Chicago-IL,11634,12741,93,1521,200108,1456549,18385002
IAD,MDW,Washington-DC,Chicago-IL,50,122,1,577,200902,10952482,19161134
DFW,OMA,Dallas-TX,Omaha-NE,90,150,1,583,199209,8314270,701218
EUG,BTM,Eugene-OR,Butte-MT,42,199,1,540,200804,348425,32776
ROC,ALB,Rochester-NY,Albany-NY,180,756,7,198,199103,1010696,817567
BOS,ATL,Boston-MA,Atlanta-GA,0,0,1,946,200609,8946954,5119641
BGR,TUS,Bangor-ME,Tucson-AZ,3,15,1,2414,200410,146660,924205
RNO,OMA,Reno-NV,Omaha-NE,137,137,1,1262,200707,410616,829183
IAH,LRD,Houston-TX,Laredo-TX,531,814,22,301,200212,4978638,205096
CLE,DAL,Cleveland-OH,Dallas-TX,33,50,1,1015,200408,2128958,11379964
CAE,ABY,Columbia-SC,Albany-GA,0,0,18,244,200508,691990,162031
SAV,ORD,Savannah-GA,Chicago-IL,3917,4450,89,773,200306,304965,18572324
HON,PIR,Huron-SD,Pierre-SD,35,90,3,102,200704,15760,19737
DOV,MIA,Dover-DE,Miami-FL,0,0,1,961,200807,155492,11003504
SMF,DFW,Sacramento-CA,Dallas-TX,2519,3968,31,1431,199703,1679321,9231044
AUS,RNO,Austin-TX,Reno-NV,120,130,1,1405,200502,1464309,394881
TUL,AUS,Tulsa-OK,Austin-TX,74,122,1,426,200810,916037,1654100
IAH,DFW,Houston-TX,Dallas-TX,0,0,1,224,200401,5190444,11379964
MCO,MIA,Orlando-FL,Miami-FL,0,0,1,193,200909,2082421,11094102
BOS,DLH,Boston-MA,Duluth-MN,135,150,1,1086,199401,8293684,270909
CMH,TPA,Columbus-OH,Tampa-FL,0,172,1,829,200601,1737170,2684639
EKO,DFW,Elko-NV,Dallas-TX,45,124,1,1170,199305,40259,8450926
ILN,BUF,Wilmington-OH,Buffalo-NY,0,0,1,357,200711,42990,1125965
ILN,EWR,Wilmington-OH,Newark-NJ,0,0,4,520,200610,42837,18825633
CLT,DAY,Charlotte-NC,Dayton-OH,0,0,1,370,200302,1436890,845508
EKO,YKM,Elko-NV,Yakima-WA,68,124,1,462,199406,41668,208388
SLN,DPA,Salina-KS,Chicago-IL,0,0,1,541,200810,60102,19031272
MHR,FAT,Sacramento-CA,Fresno-CA,0,0,13,150,200402,2004144,857162
ORD,MIA,Chicago-IL,Miami-FL,0,0,1,1197,200910,19161134,11094102
GSO,EWR,Greensboro-NC,Newark-NJ,0,0,0,446,199006,541858,16868983
IND,DAY,Indianapolis-IN,Dayton-OH,28,50,1,110,200203,1578239,845416
HSV,ACT,Huntsville-AL,Waco-TX,34,50,1,641,200704,387705,228241
RIC,BGR,Richmond-VA,Bangor-ME,96,149,1,670,200310,1139312,147123
SEA,ORD,Seattle-WA,Chicago-IL,28814,34054,245,1721,199607,5621538,17287860
SNA,AGS,Santa Ana-CA,Augusta-GA,162,183,1,2062,200408,12764590,514331
MCI,ORD,Kansas City-MO,Chicago-IL,0,0,1,403,200804,2046083,19031272
MOB,DTW,Mobile-AL,Detroit-MI,0,142,1,840,199203,388122,8653794
LBF,OMA,North Platte-NE,Omaha-NE,0,0,21,251,200211,35661,782384
CLL,ACT,College Station-TX,Waco-TX,24,34,1,87,200601,200435,225559
MSP,BUF,Minneapolis-MN,Buffalo-NY,0,56,1,734,200301,3078253,1154212
IND,TPA,Indianapolis-IN,Tampa-FL,0,0,1,838,200705,1697656,2711222
CWA,ORD,Wausau-WI,Chicago-IL,29,64,1,213,199608,121438,17287860
PDX,RNO,Portland-OR,Reno-NV,0,0,0,444,200012,1936108,344808
BLI,EKO,Bellingham-WA,Elko-NV,226,248,2,642,199809,157244,48011
HSV,MIA,Huntsville-AL,Miami-FL,0,0,1,722,200909,406316,11094102
HOU,EWR,Houston-TX,Newark-NJ,2456,4521,31,1411,199003,3789490,16868983
SFB,BUF,Orlando-FL,Buffalo-NY,118,122,1,987,200410,1866597,1148714
IAD,BOS,Washington-DC,Boston-MA,2,8,1,413,200704,10626066,9007842
GSO,DFW,Greensboro-NC,Dallas-TX,0,0,1,999,200306,661123,11164066
IAH,DFW,Houston-TX,Dallas-TX,0,0,1,224,200809,5726705,12602170
ILN,EWR,Wilmington-OH,Newark-NJ,0,0,19,520,200310,41441,18671320
IAH,DFW,Houston-TX,Dallas-TX,0,0,1,224,200408,5190444,11379964
STL,YIP,St. Louis-MO,Detroit-MI,0,0,2,433,200212,2733818,8972134
PBG,BOS,Plattsburgh-NY,Boston-MA,54,190,10,201,200706,81865,9007842
IAD,TPA,Washington-DC,Tampa-FL,145,386,2,810,200601,10530024,2684639
IND,EKO,Indianapolis-IN,Elko-NV,121,122,1,1554,200203,1578239,45640
ATL,TUS,Atlanta-GA,Tucson-AZ,0,50,1,1541,200910,5475213,1020200
GJT,DFW,Grand Junction-CO,Dallas-TX,167,185,5,772,200903,146093,12895230
LRD,TOL,Laredo-TX,Toledo-OH,0,0,1,1312,200606,225985,673647
CVG,DAL,Cincinnati-OH,Dallas-TX,0,0,20,805,200402,2083905,11379964
DTW,RNO,Detroit-MI,Reno-NV,5218,8700,58,1903,199901,8962394,322804
PHX,RNO,Phoenix-AZ,Reno-NV,12,122,1,601,199905,3013696,322804
DTW,OMA,Detroit-MI,Omaha-NE,264,292,2,651,199011,8503650,687569
BOS,DAY,Boston-MA,Dayton-OH,2134,3840,30,709,199011,8269386,844660
MDW,DFW,Chicago-IL,Dallas-TX,53,192,1,797,200409,18664180,11379964
IAH,TOL,Houston-TX,Toledo-OH,0,0,2,1028,200711,5597674,675351
FLL,DFW,Fort Lauderdale-FL,Dallas-TX,67,142,1,1119,200010,5025806,10392376
MKE,DTW,Milwaukee-WI,Detroit-MI,0,143,1,238,200607,1540301,8969084
SAV,DFW,Savannah-GA,Dallas-TX,43,44,1,925,200812,334562,12602170
HLN,FAR,Helena-MT,Fargo-ND,42,50,1,719,200803,72444,195948
ABQ,ORD,Albuquerque-NM,Chicago-IL,11245,12787,92,1118,199510,671859,17155070
GSP,AGS,Greenville-SC,Augusta-GA,17,50,1,106,200502,590654,517352
PHX,EKO,Phoenix-AZ,Elko-NV,115,122,1,550,200205,3496957,45640
SEA,OMA,Seattle-WA,Omaha-NE,122,178,1,1368,200601,6519890,820051
PGV,YIP,Greenville-NC,Detroit-MI,0,0,1,563,200506,163933,8988796
PHL,ORD,Philadelphia-PA,Chicago-IL,0,0,1,678,200807,11880992,19031272
IAD,DTW,Washington-DC,Detroit-MI,47,122,1,383,199112,8369110,8578382
LGA,BGR,New York-NY,Bangor-ME,18,44,1,378,200612,37651266,148197
FSM,DFW,Fort Smith-AR,Dallas-TX,305,481,13,228,200808,290977,12602170
GRR,DFW,Grand Rapids-MI,Dallas-TX,28,37,1,931,200809,776505,12602170
PHX,RNO,Phoenix-AZ,Reno-NV,52,122,1,601,199910,3013696,322804
ROA,ATL,Roanoke-VA,Atlanta-GA,175,1050,21,357,200012,288503,4281905
NZY,TPA,San Diego-CA,Tampa-FL,283,283,1,2088,200301,2926814,2522780
SHV,DAL,Shreveport-LA,Dallas-TX,59,140,1,178,200701,387662,12313304
ACY,BOS,Atlantic City-NJ,Boston-MA,36,50,1,274,200708,269945,9007842
SNA,DFW,Santa Ana-CA,Dallas-TX,53,150,1,1205,200402,12764590,11379964
BWI,DFW,Baltimore-MD,Dallas-TX,4368,4797,41,1217,200606,2662048,11998822
LRD,DAL,Laredo-TX,Dallas-TX,0,0,1,396,200803,235937,12602170
PIA,FAR,Peoria-IL,Fargo-ND,0,0,1,559,199712,365090,166645
LIT,DFW,Little Rock-AR,Dallas-TX,24,34,1,304,200412,637233,11379964
SAT,ORD,San Antonio-TX,Chicago-IL,272,414,3,1041,200212,1777397,18490270
RIW,EKO,Riverton-WY,Elko-NV,28,122,1,408,200406,35943,44964
MSP,BOS,Minneapolis-MN,Boston-MA,0,210,1,1124,200501,3132772,8917782
PVD,TPA,Providence-RI,Tampa-FL,8,144,1,1137,200001,1586744,2404273
ALB,DTW,Albany-NY,Detroit-MI,61,78,1,488,200403,843928,8996622
MEM,ATL,Memphis-TN,Atlanta-GA,24602,33086,233,332,200503,1261429,4947012
SFO,BOS,San Francisco-CA,Boston-MA,25754,30644,163,2704,199608,7772198,8407438
PHX,ATL,Phoenix-AZ,Atlanta-GA,610,640,4,1587,200905,4364094,5475213
SAT,DRT,San Antonio-TX,Del Rio-TX,0,0,40,152,200804,2030691,47705
FWA,DTW,Fort Wayne-IN,Detroit-MI,0,0,0,128,199501,363709,8837982
MSP,CWA,Minneapolis-MN,Wausau-WI,0,168,1,175,200310,3078253,126400
JAN,ACT,Jackson-MS,Waco-TX,44,50,1,423,200410,515995,222335
FLL,ALB,Fort Lauderdale-FL,Albany-NY,122,137,1,1204,200605,5466743,850541
MSP,BOS,Minneapolis-MN,Boston-MA,109,124,1,1124,200804,3237612,9089410
CLL,DFW,College Station-TX,Dallas-TX,0,50,1,164,200104,186851,10709246
ATL,ORD,Atlanta-GA,Chicago-IL,0,252,1,606,200507,4947012,18724160
DTW,ORD,Detroit-MI,Chicago-IL,0,173,1,235,200706,8913164,18903872
ILN,ALB,Wilmington-OH,Albany-NY,0,0,3,570,200409,41798,843928
MSP,PVU,Minneapolis-MN,Provo-UT,0,162,1,995,200912,3269814,555551
MSY,TPA,New Orleans-LA,Tampa-FL,45,141,1,487,199512,1289805,2175213
ACT,EKO,Waco-TX,Elko-NV,67,124,1,1212,199902,204244,47319
TPA,DFW,Tampa-FL,Dallas-TX,18024,21026,163,929,200202,2483575,10953156
SMF,MCE,Sacramento-CA,Merced-CA,3,19,1,114,199001,1520816,179812
MYR,BOS,Myrtle Beach-SC,Boston-MA,145,200,4,738,200406,218220,8912958
TMB,MIA,Miami-FL,Miami-FL,0,360,3,14,200812,11003504,11003504
LRD,DAL,Laredo-TX,Dallas-TX,0,0,2,396,200603,225985,11998822
ATL,DAY,Atlanta-GA,Dayton-OH,19375,25560,180,432,200008,4281905,848093
LIT,YIP,Little Rock-AR,Detroit-MI,0,0,1,700,200512,645679,8988796
LIT,YIP,Little Rock-AR,Detroit-MI,0,0,2,700,200511,645679,8988796
MEM,YIP,Memphis-TN,Detroit-MI,0,0,1,606,200007,1208269,8914942
AUS,MDW,Austin-TX,Chicago-IL,1010,1096,8,972,200906,1705075,19161134
BFL,DFW,Bakersfield-CA,Dallas-TX,5253,8662,61,1271,199105,569829,8182938
OKC,TUS,Oklahoma City-OK,Tucson-AZ,0,104,1,800,200411,1140779,924205
PBI,BUF,West Palm Beach-FL,Buffalo-NY,0,144,1,1123,200302,5280671,1154212
LRD,MIO,Laredo-TX,Miami-OK,0,0,2,697,200506,220968,32475
GCK,SLN,Garden City-KS,Salina-KS,253,969,51,177,200910,42074,60338
RNO,FAT,Reno-NV,Fresno-CA,305,1536,12,188,199212,270629,703846
FCA,HLN,Kalispell-MT,Helena-MT,2,18,1,159,199512,69487,61963
ILN,TUL,Wilmington-OH,Tulsa-OK,0,0,3,695,200511,42063,881652
BKX,HON,Brookings-SD,Huron-SD,128,912,48,70,200604,29198,15501
PHX,ORD,Phoenix-AZ,Chicago-IL,125,134,1,1440,200810,4287323,19031272
OAK,PUB,Oakland-CA,Pueblo-CO,58,108,1,966,199003,3718063,123052
SAN,FAT,San Diego-CA,Fresno-CA,172,172,1,314,200309,2926814,844194
FLO,EWR,Florence-SC,Newark-NJ,34,114,1,542,200612,198008,18825633
SYR,ALB,Syracuse-NY,Albany-NY,62,149,1,119,200001,649817,827227
IAD,MIA,Washington-DC,Miami-FL,0,173,1,921,200707,10626066,10930366
CID,DFW,Cedar Rapids-IA,Dallas-TX,541,748,17,685,200907,256324,12895230
PIA,ORD,Peoria-IL,Chicago-IL,0,70,1,130,200707,371015,18903872
CMH,EWR,Columbus-OH,Newark-NJ,38,130,1,462,199005,1410167,16868983
DTW,TPA,Detroit-MI,Tampa-FL,220,220,2,983,200107,8958464,2442189
ALB,DTW,Albany-NY,Detroit-MI,39,78,1,488,199603,825245,8912962
SGF,EKO,Springfield-MO,Elko-NV,215,248,2,1227,199608,336806,45034
ALB,ORD,Albany-NY,Chicago-IL,0,0,1,723,200908,857592,19161134
JAN,DTW,Jackson-MS,Detroit-MI,2106,2796,60,777,200404,515995,8996622
FLL,BOS,Fort Lauderdale-FL,Boston-MA,21327,28457,143,1237,200601,5466743,8946954
BNA,TOL,Nashville-TN,Toledo-OH,0,0,1,408,200412,1416452,671681
PBI,BOS,West Palm Beach-FL,Boston-MA,43,118,1,1197,199909,4760522,8550938
PDX,EKO,Portland-OR,Elko-NV,50,122,1,475,200206,2010666,45640
ATL,DFW,Atlanta-GA,Dallas-TX,0,0,1,732,200310,4673146,11164066
GFK,EKO,Grand Forks-ND,Elko-NV,120,124,1,1041,199902,95461,47319
ABQ,PIA,Albuquerque-NM,Peoria-IL,0,0,1,1001,200402,780865,366024
IAH,DTW,Houston-TX,Detroit-MI,56,148,1,1076,200401,5190444,8996622
SFO,EWR,San Francisco-CA,Newark-NJ,159,193,1,2565,200610,8325566,18825633
GEG,ORD,Spokane-WA,Chicago-IL,562,728,6,1498,200712,456187,18903872
JFK,ORD,New York-NY,Chicago-IL,0,215,1,740,200012,36705486,18235464
ORD,MIA,Chicago-IL,Miami-FL,0,0,1,1197,200802,19031272,11003504
KDK,KDK,Kodiak-AK,Kodiak-AK,5,5,1,0,200203,13629,13629
TPA,ALB,Tampa-FL,Albany-NY,368,411,3,1130,200611,2684639,850541
HOU,OMA,Houston-TX,Omaha-NE,99,122,1,804,199512,4191632,717557
RFD,DTW,Rockford-IL,Detroit-MI,743,1190,35,295,199904,307686,8962394
IAH,TPA,Houston-TX,Tampa-FL,68,150,1,787,199905,4540138,2278169
SAT,AFW,San Antonio-TX,Dallas-TX,0,0,18,247,200710,1984766,12313304
PHX,ATL,Phoenix-AZ,Atlanta-GA,0,358,1,1587,200807,4287323,5385586
FOE,AUS,Topeka-KS,Austin-TX,30,50,1,614,200802,229774,1654100
LNK,ORD,Lincoln-NE,Chicago-IL,49,128,1,466,199211,235497,16720340
GSP,EWR,Greenville-SC,Newark-NJ,13,37,1,594,200201,572407,18590085
ANC,ADQ,Anchorage-AK,Kodiak-AK,0,0,0,252,200609,359341,13093
ELP,EKO,El Paso-TX,Elko-NV,82,124,1,813,199812,694603,48011
EWR,BGR,Newark-NJ,Bangor-ME,395,444,12,393,200806,18968501,149268
PIT,MDW,Pittsburgh-PA,Chicago-IL,167,282,2,402,199307,2478989,16876600
LRD,DFW,Laredo-TX,Dallas-TX,0,0,1,394,200811,235937,12602170
BDL,DTW,Hartford-CT,Detroit-MI,56,78,1,548,199804,1109081,8944948
DCA,DLH,Washington-DC,Duluth-MN,88,148,1,944,200808,10755872,275188
MCO,ORD,Orlando-FL,Chicago-IL,143,144,1,1005,199802,1502837,17529224
IND,DAY,Indianapolis-IN,Dayton-OH,0,0,1,110,200303,1600165,845508
GNV,TUS,Gainesville-FL,Tucson-AZ,88,148,1,1706,200603,253757,975476
SLC,ACT,Salt Lake City-UT,Waco-TX,121,122,1,1036,200404,1030597,222335
SPS,LAW,Wichita Falls-TX,Lawton-OK,33,150,5,40,199811,147313,108143
GJT,EKO,Grand Junction-CO,Elko-NV,57,124,1,404,199711,110723,47413
SLC,TUS,Salt Lake City-UT,Tucson-AZ,0,120,1,601,200502,1044845,948965
CLT,TOL,Charlotte-NC,Toledo-OH,0,0,13,466,200210,1406699,666252
MIA,ORD,Miami-FL,Chicago-IL,45362,47940,255,1197,200904,11094102,19161134
CAE,BOS,Columbia-SC,Boston-MA,470,960,30,799,200105,657598,8886620
SJC,MDW,San Jose-CA,Chicago-IL,6595,11896,59,1838,200310,1723138,18572324
SAT,ORD,San Antonio-TX,Chicago-IL,780,832,8,1041,200303,1808267,18572324
ORD,TUS,Chicago-IL,Tucson-AZ,120,120,1,1437,200404,18664180,924205
MEM,FAR,Memphis-TN,Fargo-ND,245,384,2,893,199912,1169733,170122
SNA,RNO,Santa Ana-CA,Reno-NV,553,702,6,415,199905,12090937,322804
MAF,ABI,Midland-TX,Abilene-TX,28,50,1,151,200609,123391,158704
FLL,ATL,Fort Lauderdale-FL,Atlanta-GA,0,0,1,581,200405,5362678,4802300
BUF,BOS,Buffalo-NY,Boston-MA,0,146,1,396,199012,1190154,8269386
LIT,DFW,Little Rock-AR,Dallas-TX,18,150,1,304,199402,559462,8613622
ILN,ATL,Wilmington-OH,Atlanta-GA,0,0,20,405,200406,41798,4802300
PHL,TOL,Philadelphia-PA,Toledo-OH,0,0,2,464,200708,11825356,675351
AUS,DFW,Austin-TX,Dallas-TX,0,0,1,190,200412,1418999,11379964
FMN,GUP,Farmington-NM,Gallup-NM,658,1501,79,90,199511,99931,66537
LAX,AFW,Los Angeles-CA,Dallas-TX,0,0,1,1218,200908,25749594,12895230
EVV,ORD,Evansville-IN,Chicago-IL,40,64,1,273,199612,334447,17287860
MCI,DTW,Kansas City-MO,Detroit-MI,102,149,1,629,200108,1865245,8958464
PHL,TPA,Philadelphia-PA,Tampa-FL,126,126,1,920,200203,11511748,2483575
RFD,DEC,Rockford-IL,Decatur-IL,0,0,16,163,200701,350765,108722
MGM,MLU,Montgomery-AL,Monroe-LA,2436,4588,31,330,199305,319760,166800
LIT,DFW,Little Rock-AR,Dallas-TX,29,34,1,304,200404,637233,11379964
SYR,EWR,Syracuse-NY,Newark-NJ,0,0,1,194,200412,649089,18747431
SLC,ORD,Salt Lake City-UT,Chicago-IL,123,124,1,1249,199311,833385,16876600
IAD,BOS,Washington-DC,Boston-MA,43,412,1,413,199212,8474182,8227058
HOU,ABI,Houston-TX,Abilene-TX,16,30,1,323,200011,4739414,160108
OMA,HON,Omaha-NE,Huron-SD,2,19,1,243,200507,810493,15754
LEX,DFW,Lexington-KY,Dallas-TX,242,550,11,785,200901,470849,12895230
SEA,EWR,Seattle-WA,Newark-NJ,206,216,1,2401,200908,6815696,19069796
EKO,FAT,Elko-NV,Fresno-CA,101,124,1,350,199309,40259,717746
EAU,EKO,Eau Claire-WI,Elko-NV,119,124,1,1260,199804,143801,48011
DAY,LRD,Dayton-OH,Laredo-TX,0,0,4,1219,200406,845594,215775
ALB,ATL,Albany-NY,Atlanta-GA,0,150,1,852,200303,839741,4673146
AUS,EWR,Austin-TX,Newark-NJ,72,155,1,1504,200709,1594525,18901167
STL,RNO,St. Louis-MO,Reno-NV,107,130,1,1574,200403,2759153,385049
RDU,DFW,Raleigh-NC,Dallas-TX,133,150,1,1062,200001,804436,10392376
DTW,MDW,Detroit-MI,Chicago-IL,16894,28496,208,229,200012,8914942,18235464
MSP,BJI,Minneapolis-MN,Bemidji-MN,1955,2992,88,199,200002,2981616,39799
YUM,EKO,Yuma-AZ,Elko-NV,30,124,1,567,199211,114723,38698
TUS,LAW,Tucson-AZ,Lawton-OK,0,120,1,743,200505,948965,111866
DTW,RNO,Detroit-MI,Reno-NV,3905,5967,51,1903,199706,8934802,309197
MEM,TPA,Memphis-TN,Tampa-FL,0,0,1,656,200506,1261429,2638814
ATL,BOS,Atlanta-GA,Boston-MA,53,126,1,946,199909,3988728,8550938
STL,ORD,St. Louis-MO,Chicago-IL,0,0,1,258,200607,2791682,18797710
MFR,EKO,Medford-OR,Elko-NV,118,124,1,382,199901,175822,47319
LAW,DAY,Lawton-OK,Dayton-OH,0,0,1,863,200504,111866,843575
OMA,DFW,Omaha-NE,Dallas-TX,950,3000,20,583,199007,687569,8019250
ELP,DAY,El Paso-TX,Dayton-OH,0,0,1,1358,200606,720756,841558
ROC,AGS,Rochester-NY,Augusta-GA,42,50,1,712,200404,1038019,514331
CHA,ATL,Chattanooga-TN,Atlanta-GA,0,50,1,106,200408,497235,4802300
MIA,ORD,Miami-FL,Chicago-IL,0,0,1,1197,199606,9086872,17287860
SFO,FAT,San Francisco-CA,Fresno-CA,0,57,3,158,199003,7436126,671660
CID,TOL,Cedar Rapids-IA,Toledo-OH,0,0,1,409,200603,249209,673647
ABQ,TUL,Albuquerque-NM,Tulsa-OK,122,122,1,608,199104,612738,772997
MSY,TPA,New Orleans-LA,Tampa-FL,284,366,3,487,200109,1311131,2442189
MEM,EWR,Memphis-TN,Newark-NJ,0,0,1,946,200410,1249048,18747431
SEA,HLN,Seattle-WA,Helena-MT,321,666,18,491,199710,5727624,63122
GSP,DFW,Greenville-SC,Dallas-TX,34,37,1,862,200505,590654,11632814
STL,TPA,St. Louis-MO,Tampa-FL,132,274,2,869,200301,2743862,2522780
LIT,LRD,Little Rock-AR,Laredo-TX,0,0,1,654,200210,623045,205096
RDU,MIA,Raleigh-NC,Miami-FL,2351,4154,31,700,200305,889313,10561342
CVG,MOB,Cincinnati-OH,Mobile-AL,27,100,2,611,200401,2083905,397521
PIA,OMA,Peoria-IL,Omaha-NE,95,124,1,327,199609,365196,728169
PHX,OMA,Phoenix-AZ,Omaha-NE,508,822,6,1037,200306,3600163,790535
ACY,AGS,Atlantic City-NJ,Augusta-GA,0,122,1,588,200407,266015,514331
BUF,DFW,Buffalo-NY,Dallas-TX,3422,4309,31,1212,199910,1142121,9703564
CLL,DFW,College Station-TX,Dallas-TX,4257,7106,209,164,199802,164092,9475022
CLE,OMA,Cleveland-OH,Omaha-NE,20,137,1,729,200812,2094051,839265
TPA,ORD,Tampa-FL,Chicago-IL,19007,23538,151,1012,200512,2638814,18724160
SLC,RNO,Salt Lake City-UT,Reno-NV,55,142,1,422,200012,972653,344808
LBB,AUS,Lubbock-TX,Austin-TX,5657,8494,62,335,200008,250130,1265715
TUL,ORD,Tulsa-OK,Chicago-IL,32,50,1,585,200903,929015,19161134
LIT,TUS,Little Rock-AR,Tucson-AZ,0,0,22,1095,200407,637233,924205
BNA,ABI,Nashville-TN,Abilene-TX,47,50,1,786,200804,1556368,159059
RWI,ALB,Rocky Mount-NC,Albany-NY,0,0,1,523,200612,144532,850541
CLT,ELM,Charlotte-NC,Elmira-NY,81,118,2,526,200508,1519448,88351
BKX,HON,Brookings-SD,Huron-SD,53,817,43,70,200302,28605,16154
DBQ,ORD,Dubuque-IA,Chicago-IL,212,450,9,147,200104,88998,18385002
JFK,ORD,New York-NY,Chicago-IL,0,0,0,740,199703,34528632,17405264
XNA,DFW,Fayetteville-AR,Dallas-TX,39,40,1,281,200203,369930,10953156
BQK,ATL,Brunswick-GA,Atlanta-GA,114,140,2,238,200406,96759,4802300
ABQ,AUS,Albuquerque-NM,Austin-TX,123,124,1,613,199505,671859,1001054
MKE,ORD,Milwaukee-WI,Chicago-IL,0,0,1,67,200612,1540301,18797710
MIA,DTW,Miami-FL,Detroit-MI,196,220,2,1145,200102,10240512,8958464
RDU,DTW,Raleigh-NC,Detroit-MI,61,78,1,501,200208,863488,8972134
EVV,DAY,Evansville-IN,Dayton-OH,1140,4230,30,220,199003,325052,844660
KTN,JNU,Ketchikan-AK,Juneau-AK,0,9,1,234,200505,13150,30872
CLE,TUL,Cleveland-OH,Tulsa-OK,63,142,1,837,199307,2128322,790683
GYY,BUF,Gary-IN,Buffalo-NY,0,0,1,454,200012,9117732,1169159
TLH,ATL,Tallahassee-FL,Atlanta-GA,0,149,1,223,199711,289849,3756986
MSP,BUF,Minneapolis-MN,Buffalo-NY,138,148,1,734,200409,3106569,1148714
SEA,FAT,Seattle-WA,Fresno-CA,398,560,8,748,200411,6327406,857162
ELP,DFW,El Paso-TX,Dallas-TX,0,0,1,551,200407,702433,11379964
EVV,MCN,Evansville-IN,Macon-GA,4,30,1,428,199601,334447,216815
TUL,TPA,Tulsa-OK,Tampa-FL,143,156,1,965,200404,877172,2578104
MTJ,DFW,Montrose-CO,Dallas-TX,335,420,6,722,200704,39452,12313304
BNA,TPA,Nashville-TN,Tampa-FL,120,122,1,612,199612,1185691,2195269
SYR,EWR,Syracuse-NY,Newark-NJ,0,0,1,194,200502,646130,18798114
CVG,TPA,Cincinnati-OH,Tampa-FL,251,392,4,773,199110,1870265,2098618
FNT,DTW,Flint-MI,Detroit-MI,68,69,1,56,200005,436885,8914942
